KTU 2.10
id,surface form,morphological parsing,DULAT,POS,gloss,comments
# KTU 2.10 1,,,,,,
156553,tḥm,tḥm/,tḥm,n. m. sg.,message,
156554,iwrḏr,iwrḏr/,ỉwrḏr,PN,ỉwrḏr,
# KTU 2.10 2,,,,,,
156555,l,l(I),l (I),prep.,to,
156556,plsy,plsy/,plsy,PN,plsy,
# KTU 2.10 3,,,,,,
156557,rgm,!!rgm[,/r-g-m/,vb G impv.,to say,
# KTU 2.10 4,,,,,,
156558,yšlm,!y!šlm[,/š-l-m/,vb G prefc. (Jussive),to be well,
156559,lk,l(I)+k,l (I),prep.,to,
# KTU 2.10 5,,,,,,
156560,l,l(I),l (I),prep.,to,
156561,trġds,trġds/,trġds,PN,trġds,
# KTU 2.10 6,,,,,,
156562,w,w,w,conj.,and,
156563,l,l(I),l (I),prep.,to,
156564,klby,klby/,klby,PN,klby,
# KTU 2.10 7,,,,,,
156565,šmˤt,šmˤ[t,/š-m-ʕ/,vb G suffc.,to hear,
156566,ḫti,ḫt(ʔ&i/,/ḫ-t-ʔ/,Abstract verbal noun,destruction,
# KTU 2.10 8,,,,,,
156567,nḫtu,]n]ḫt(ʔ[u,/ḫ-t-ʔ/,vb N Stem Pl.,to suffer,
156568,ht,ht,ht,adv.,now,
# KTU 2.10 9,,,,,,
156569,hm,hm(II),hm (II),conj./interr. functor,if,
156569,hm,hm(I),hm (I),pers. pn.,they,
156570,in,in/,ỉn,n. m. pls.,Lack of (but serves as negation) ,
      mm, m&nm, "anything"
# KTU 2.10 10,,,,,,
156571,nḫtu,]n]ḫt(ʔ[&u,/ḫ-t-ʔ/,vb N suffc.,to suffer,
156572,w,w,w,conj.,and,
156573,lak,!!l(ʔ&ak[,/l-ʔ-k/,vb G impv.,to send (a message),
# KTU 2.10 11,,,,,,
156574,ˤmy,ˤm(I)+y,ʕm (I),prep.,to,
156575,w,w,w,conj.,and,
156576,yd,yd(I)/,yd (I),n. f. sg.,hand,
# KTU 2.10 12,,,,,,
156577,ilm,il(I)/+m,ỉl(I),n. m. Sg with enclitic ending,god,
156578,p,p(II),p (II),adv.,here,
156579,k,k(III),k (III),"Subordinating / completive functor, n",as,
    ,mtm,mt(II)/~m, mt(II),,death,
# KTU 2.10 13,,,,,,
156580,ˤz,ˤz(III)/,ʕz (III),adj. m. or n. m. sg.,strong,
156581,mid,mid,n. m. sg.,abundance,
# KTU 2.10 14,,,,,,
156582,hm,hm(II),hm (II),conj./interr. functor,if,
156583,nṯkp,]n]ṯkp[,/ṯ-k-p/,vb,"To be overcome, pushed away, or pressed hard",
# KTU 2.10 15,,,,,,
156584,mˤnk,mˤn/+k,mʕn,n. m.,reply,
# KTU 2.10 16,,,,,,
156585,w,w,w,conj.,and,
156586,mnm,mnm,mnm,indef. pn.,any(thing),
# KTU 2.10 17,,,,,,
156587,rgm,rgm/,rgm,n. m. sg.,word/ thing,
156588,d,d,d,det. or rel. functor,the one(s) of,
156589,tšmˤ,!t!šmˤ[,/š-m-ʕ/,vb G prefc.,to hear,
# KTU 2.10 18,,,,,,
156590,ṯmt,ṯm~t,ṯm,adv.,there,
156591,w,w,w,conj.,and,
156592,št,!!št[,/š-t/,vb G impv.,to place,
# KTU 2.10 19,,,,,,
156593,b,b,b,prep.,in,
156594,spr,spr(II)/,spr (II),n. m. sg.,tablet / letter,
156595,ˤmy,ˤm(I)+y,ʕm (I),prep.,to me,
