id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.86 1						
141319	spr	spr[:d:w	/s-p-r/	vb D suffc. 3 m. pl.	to count	
141320	ḥlmm	ḥlm(II)/m	ḥlm (II)	n. m. pl. cstr. nom.	growing animal	
141321	alp	alp(I)/	ảlp (I)	n. m. sg. cstr. gen.	2) “bullock”	
141322	šnt	šn(t(I)/t	šnt (I)	n. f. sg. abs. gen.	year	
141323	w	w	w	conj.	and	
# KTU 1.86 2						
141324	šntm	šnt(I)/m	šnt (I)	n. f. pl. cstr. nom.	year	
141325	alp	alp(I)/	ảlp (I)	n. m. sg. cstr. gen.	(head of) cattle	
141326	dkr	dkr/	dkr	n. m. sg. abs. gen.	1) male animal b) ảlp dkr male bovine (calf)	
141327	w	w	w	conj.	and	
141328	x	?	?	?	?	
# KTU 1.86 3						
141329	alp	alp(I)/	ảlp (I)	n. m. sg. cstr. nom.	(head of) cattle	
141330	pr	pr(II)/	pr (II)	n. m. sg. cstr. gen.	young bull	DULAT quote in pr (II) (cue: young)
141331	bˤl	bˤl(II)/	bʕl (II)	n. m. pl. abs. gen.	Baʿlu/Baal	
141331	bˤl	bˤl(II)/	bʕl (II)	n. m. sg. abs. gen.	Baʿlu/Baal	
141332	xx	?	?	?	?	
141333	rb	rb(II)/	rb (II)	n. m. sg. abs. nom.	chief	
141333	rb	rb(II)/	rb (II)	n. m. sg. cstr. nom.	chief	
141333	rb	rb(I)/	rb (I)	adj. m. sg. abs. nom.	great	
141333	rb	rb/	rb(b)	n. m. sg. abs. nom.	drizzle	
# KTU 1.86 4						
141334	w	w	w	conj.	and	
141335	prt	pr(t(I)/t	prt (I)	n. f. sg. abs. nom.	heifer	
141335	prt	pr(t(I)/t=	prt (I)	n. f. pl. abs. nom.	heifer	
141336	tkt	!t!(nkt[	/n-k-t/	vb G prefc.	to immolate	
141337	xxxx	?	?	?	?	
141338	xlxx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.86 5						
141339	šnt	šn(t(I)/t	šnt (I)	n. f. sg. cstr. nom.	year	
