id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.82 1						
150371	l	l(I)	l (I)	prep.	to	
150372	mlkt	mlk(t/t	mlkt	n. f. sg. cstr. gen.	1) queen a) in gen	
150373	umy	um/+y	ủm	n. f. cstr. gen.	1) mother a) of men and gods	
# KTU 2.82 2						
150374	adty	ad(t/t+y	ảdt	n. f. sg. cstr. nom.	lady	
150375	l	l(I)	l (I)	prep.	to	
150376	pˤnk	pˤn/+k	pʕn	n. f. cstr. gen.	foot	
# KTU 2.82 3						
150377	qlt	ql[t	/q-l/	vb G suffc. 1 c. sg.	to fall (down)	
150378	id	id	ỉd	conj.	when	
150379	likt	l(ʔ&ik[t	/l-ʔ-k/	vb G suffc. 1 c. sg.	to send (a message)	
# KTU 2.82 4						
150380	ˤky	ˤky(I)/	ʕky (I)	TN sg. abs. nom.	ʿky (I)	
150381	nplṭ	]n]plṭ[	/p-l-ṭ/	vb N suffc. 3 m. sg.	to be safe	
# KTU 2.82 5						
150382	ˤbdmlk	ˤbdmlk/	ʕbdmlk	PN sg. abs. nom.	ʿbdmlk	
150383	šˤtq	šˤtq/	šʕtq	adj. m. sg. abs. nom.	noble	
# KTU 2.82 6						
150384	w	w	w	conj.	and	
150385	lb	lb/	lb	n. m. sg. cstr. nom.	heart	
150386	bnk	bn(I)/+k	bn (I)	n. m. cstr. gen.	son	
# KTU 2.82 7						
150387	l	l(I)	l (I)	prep.	to	
150387	l	l(II)	l (II)	adv.	no	
150387	l	l(III)	l (III)	functor	certainly	
150388	yšqp	!y!šqp[	/š-q-p/	vb G prefc. 3 m. sg.	to notice, realise	
150389	u	u	ủ	conj.	or	
150390	ṣink	ṣin(I)/+k	ṣỉn (I)	n. f. cstr. nom.	ewe	
# KTU 2.82 8						
150391	w	w	w	conj.	and	
150392	ank	ank	ảnk	pers. pn.	1) i b) emph. subj. in VC	
150393	ṯṯ	ṯṯ/	ṯṯ	num.	1) the numeral six b) genitive syntagms	
150394	ymm	ym(I)/m	ym (I)	n. m. pl. cstr. nom.	1) day b) as a period in time	DULAT quote in /l-ḥ-m/ (II) (cue: as)
# KTU 2.82 9						
150395	kl	kl/	kl	n. m. sg. abs. gen.	totality (of)	
150396	lḥmt	lḥm(II)[t	/l-ḥ-m/ (II)	vb G suffc. 1 c. sg.	to fight (against someone)	
# KTU 2.82 10						
150397	w	w	w	conj.	and	
150398	hm	hm(II)	hm (II)	conj./interr. functor	if	DULAT quote in ỉn (cue: if)
150399	inm	in/m	ỉn	n. m. pl. cstr. nom.	1) there is/are not	
# KTU 2.82 11						
150400	ˤbdmlk	ˤbdmlk/	ʕbdmlk	PN sg. abs. gen.	ʿbdmlk	
# KTU 2.82 12						
150401	nplṭ	]n]plṭ[	/p-l-ṭ/	vb N suffc. 3 m. sg.	to be safe	
150402	ḥxx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.82 13						
150403	w	w	w	conj.	and	
150404	lxxxxx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.82 14						
150405	xxxx	?	?	?	?	
150406	gy	g/+y	g	n. m. sg. cstr. nom.	(loud) voice	
# KTU 2.82 15						
150407	xxxtṯb	?	?	?	?	DULAT: NOT FOUND
# KTU 2.82 16						
150408	bnh	bn(I)/+h	bn (I)	n. m. cstr. nom.	son	
150409	nši	!!nš(ʔ&i[/	/n-š-ʔ/	vb G inf.	to raise, lift, help up	
150409	nši	nš(ʔ&i[/	/n-š-ʔ/	vb G act. ptcpl. m. sg. abs. nom.	to raise, lift, help up	
# KTU 2.82 17						
150410	ikmy	ikmy	ỉkmy	conj.	however that may be	
150411	ḥy	ḥy(m/	ḥym	n. m. pl. cstr. nom.	life	
# KTU 2.82 18						
150412	ˤbdmlk	ˤbdmlk/	ʕbdmlk	PN sg. abs. gen.	ʿbdmlk	
150413	hm	hm(II)	hm (II)	conj./interr. functor	1) if (conj.)	DULAT quote in hm (II) (cue: if)
# KTU 2.82 19						
150414	ymt	ym(I)/t=	ym (I)	n. f. pl. abs. nom.	day	
150414	ymt	!y!mt[	/m-t/	vb G prefc. 3 m. sg.	to die	
# KTU 2.82 20						
150415	w	w	w	conj.	and	
150416	ilḥmn	!(ʔ&i!lḥm(II)[n	/l-ḥ-m/ (II)	vb G prefc. 1 c. sg.	1) to fight (against someone)	
# KTU 2.82 21						
150417	ank	ank	ảnk	pers. pn.	I	
