# KTU 1.3 I:1							
127490	b	b	b	b	prep.	in	
127491	dm	dm	dm(II)/	dm (II)	n. m. sg. abs. gen.	blood	
# KTU 1.3 II:28							
127492	ḏxxmr	ḏxxmr	ḏxxmr	?	?	?	
127493	ḥlqm	ḥlqm	ḥlq/m	ḥlq	n. m. du. abs. acc.	part	
127494	b	b	b	b	prep.	in	
127495	mmˤ	mmʿ	mmˤ/	mmʕ	n. m. pl. cstr. gen.	gore	
127496	mhrm	mhrm	mhr/m	mhr (I)	n. m. pl. cstr. gen.	warrior (trained, expert)	
# KTU 1.3 II:29							
127497	ˤd	ʿd	ˤd(I)	ʕd (I)	prep.	up to, until; close to, around	
127498	tšbˤ	tšbʿ	!t!šbˤ(II)[	/š-b-ʕ/ (II)	vb G prefc. 3 f. sg.	1) to be sated	
127499	tmtḫṣ	tmtḫṣ	!t!m]t]ḫṣ[	/m-ḫ-ṣ/	vb Gt prefc. 3 f. sg.	to fight	
127500	b	b	b	b	prep.	in	
127501	bt	bt	bt(II)/	bt (II)	n. m. sg. abs. gen.	1) house	
# KTU 1.3 II:30							
127502	tḫtṣb	tḫtṣb	!t!ḫ]t]ṣb[	/ḫ-ṣ-b/	vb Gt prefc. 3 f. sg.	to fight	tḫtṣb 'she does battle'.
127503	bn	bn	bn(II)	bn (II)	prep.	between	
127504	ṯlḥnm	ṯlḥnm	ṯlḥn/m	ṯlḥn	n. m. pl. abs. gen.	table	
127504	ṯlḥnm	ṯlḥnm	ṯlḥn/m	ṯlḥn	n. m. du. abs. gen.	table	EUPT: du. (two tables in this scene).
127505	ymḥ	ymḥ	!y!mḥ(y[:pass	/m-ḥ(-w:y)/	vb G pass. prefc. 3 m. sg.	to be cleaned up	
# KTU 1.3 II:31							
127506	b	b	b	b	prep.	1) spatial location d) origin of a quality or process	
127507	bt	bt	bt(II)/	bt (II)	n. m. sg. cstr. gen.	1) house	
127508	dm	dm	dm(II)/	dm (II)	n. m. sg. cstr. gen.	blood	
127509	ḏmr	ḏmr	ḏmr(I)/	ḏmr (I)	n. m. sg. abs. gen.	guardian, warrior	
127510	yṣq	yṣq	!y!(yṣq[:pass	/y-ṣ-q/	vb G prefc. 3 m. sg.	to pour (out), serve	
127511	šmn	šmn	šmn(I)/	šmn (I)	n. m. sg. abs. nom.	1) oil a) oil (prob. olive oil)	
# KTU 1.3 II:32							
127512	šlm	šlm	šlm(III)/	šlm (III)	adj. m. sg. abs. nom.	pure	
127513	b	b	b	b	prep.	1) spatial location c) goal of movement or action	
127514	ṣˤ	ṣʿ	ṣˤ(I)/	ṣʕ (I)	n. m. sg. abs. gen.	plate / wide bowl / platter	1.3 II 32
127515	trḥṣ	trḥṣ	!t!rḥṣ[	/r-ḥ-ṣ/	vb G prefc. 3 f. sg.	to wash	G
127516	ydh	ydh	yd(I)/+h=	yd (I)	n. f. sg. cstr. acc. + 3 f. sg. suff.	1) hand a) yrḥṣ ydh ảmth he washed his hands up to the elbow	Object: 'Virgin Anat washed her hands' (DULAT).
127516	ydh	ydh	yd(I)/+h=	yd (I)	n. f. du. cstr. acc. + 3 f. sg. suff.	1) hand a) yrḥṣ ydh ảmth he washed his hands up to the elbow	EUPT: du. (natural pair).
127517	bt	bt	btl(t/t	btlt	n. f. sg. cstr. nom.	virgin	MERGE WITH THE NEXT: bt+lt = btlt 'Maiden' (btlt ˤnt).
# KTU 1.3 II:33							
127518	lt	lt	btl(t/t	btlt	n. f. sg. cstr. nom.	virgin	MERGE WITH THE PREVIOUS.
127519	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
127520	uṣbˤth	uṣbʿth	uṣbˤ(t/t=+h=	ủṣbʕ	n. f. pl. cstr. acc. + 3 f. sg. suff.	finger; claw	
127521	ybmt	ybmt	ybm(t/t	ybmt	n. f. sg. cstr. nom.	widow sister-in-law	ybmt limm 'the Intended of the peoples' (DULAT).
127522	limm	limm	lim(I)/m	lỉm (I)	n. m. pl. abs. gen.	people	
# KTU 1.3 II:34							
127523	trḥṣ	trḥṣ	!t!rḥṣ[	/r-ḥ-ṣ/	vb G prefc. 3 f. sg.	to wash	
127524	ydh	ydh	yd(I)/+h	yd (I)	n. f. sg. cstr. acc. + 3 f. sg. suff.	hand	
127524	ydh	ydh	yd(I)/+h	yd (I)	n. f. du. cstr. acc. + 3 f. sg. suff.	hand	EUPT: du. (natural pair).
127525	b	b	b	b	prep.	1) spatial location d) origin of a quality or process	
127526	dm	dm	dm(II)/	dm (II)	n. m. sg. cstr. gen.	blood	
127527	ḏmr	ḏmr	ḏmr/	ḏmr (I)	n. m. sg. abs. gen.	guardian, warrior	dm ḏmr 'blood of warriors' (collective).
# KTU 1.3 II:35							
127528	uṣbˤth	uṣbʿth	uṣbˤ(t/t=+h=	ủṣbʕ	n. f. pl. cstr. acc. + 3 f. sg. suff.	finger; claw	
127529	b	b	b	b	prep.	in	
127530	mmˤ	mmʿ	mmˤ/	mmʕ	n. m. sg. cstr. gen.	gore	
127531	mhrm	mhrm	mhr(I)/m	mhr (I)	n. m. pl. abs. gen.	warrior (trained, expert)	
# KTU 1.3 II:36							
127532	ṯˤr	ṯʿr	!!ṯˤr[/	/ṯ-ʕ-r/	vb G inf.	to prepare (the table)	
127533	ksat	ksat	ks(u&a/t=	ks/śủ	n. f. pl. abs. acc.	seat	
127534	l	l	l(I)	l (I)	prep.	to	
127535	ksat	ksat	ks(u&a/t=	ks/śủ	n. f. pl. abs. gen.	seat	
127536	ṯlḥnt	ṯlḥnt	ṯlḥn/t=	ṯlḥn	n. m. pl. abs. gen.	table	
# KTU 1.3 II:37							
127537	l	l	l(I)	l (I)	prep.	to	
127538	ṯlḥnt	ṯlḥnt	ṯlḥn/t=	ṯlḥn	n. m. pl. abs. gen.	table	ṯlḥnt 'tables' (Tania ṯlḥ<t>).
127539	hdmm	hdmm	hdm/m	hdm	n. m. pl. abs. acc.	footstool	Object of tṯar.
127540	tṯar	tṯar	!t!ṯ(ˤ&ar[	/ṯ-ʕ-r/	vb G prefc. 3 f. sg.	to prepare (the table)	DULAT reads tṯˤ(!)r (a for ˤ): 'footstools she prepared like footstools'.
127540	tṯar	tṯar	!t!ṯar[	/ṯ-ʔ-r/	vb G prefc. 3 f. sg.	to stand surety for	As written (root ṯ-ʔ-r).
127541	l	l	l(I)	l (I)	prep.	to	
127542	hdmm	hdmm	hdm/m	hdm	n. m. pl. abs. gen.	footstool	
# KTU 1.3 II:38							
127543	tḥspn	tḥspn	!t!ḥsp[n	/ḥ-s-p/	vb G prefc. 3 f. pl.	to draw, collect water	DULAT: 'they drew water for her and washed (her)'.
127544	mh	mh	mh/	mh/y	n. m. sg. abs. acc.	water	Object of tḥspn (DULAT mh/y 'water').
127545	w	w	w	w	conj.	and	
127546	trḥṣ	trḥṣ	!t!rḥṣ[	/r-ḥ-ṣ/	vb G prefc. 3 f. sg.	to wash	
# KTU 1.3 II:39							
127547	ṭl	ṭl	ṭl/	ṭl	n. m. sg. cstr. acc.	dew	'(washed her with) dew of heaven, oil of the earth' (DULAT).
127548	šmm	šmm	šm(m(I)/m	šmm (I)	n. m. pl. cstr. gen.	heavens	the ending is plural?
127549	šmn	šmn	šmn(I)/	šmn (I)	n. m. sg. cstr. acc.	1) oil a) oil (prob. olive oil)	
127550	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	3) lower world	
127551	rbb	rbb	rbb/	rb(b)	n. m. sg. abs. acc.	drizzle	rbb [r]kb ˤrpt 'the drizzle of the Charioteer of the clouds' (DULAT cites rb(b) here); rb and rbb are variants.
# KTU 1.3 II:40							
127552	rkb	rkb	rkb(I)/	rkb (I)	n. m. sg. cstr. gen.	Charioteer	this is an active participle in nominal function (Tania).
127553	ˤrpt	ʿrpt	ˤrp(t/t	ʕrpt	n. f. pl. tant. abs. gen.	cloud(s)	
127554	ṭl	ṭl	ṭl/	ṭl	n. m. sg. cstr. acc.	dew	Object: 'the dew that the heavens pour on her' (DULAT).
127555	šmm	šmm	šm(m(I)/m	šmm (I)	n. m. pl. abs. nom.	heavens	Subject of tskh.
127556	tskh	tskh	!t!(nsk[+h=	/n-s-k/	vb G prefc. 3 m. pl. + 3 f. sg. suff.	to pour (out)	correc lexeme G skn? (Tania); DULAT /n-s-k/.
# KTU 1.3 II:41							
127557	rbb	rbb	rbb/	rb(b)	n. m. sg. abs. acc.	drizzle	rbb nskh kbkbm 'the drizzle the stars pour on her'.
127558	nskh	nskh	nsk[:w+h=	/n-s-k/	vb G suffc. 3 m. pl. + 3 f. sg. suff.	to pour (out)	Subject kbkbm.
127559	kbkbm	kbkbm	kbkb/m	kbkb	n. m. pl. abs. nom.	heavenly body	
# KTU 1.3 III:1							
127560	ttpp	ttpp	!t!(n]t]pp[	/n-p(-p)/	vb Gt prefc. 3 f. sg.	to sprinkle oneself, anoint oneself	DULAT: 'she anointed herself with (essence of) sea snails'.
127561	anhbm	anhbm 	anhb/m	ảnhb	n. m. pl. abs. acc.	ein Stein	Instrumental object of ttpp; UNP 'murex'.
127562	d	 d 	d	d	det. or rel. functor	the one(s) of	
127563	alp	alp 	alp(II)/	ảlp (II)	num. cstr. acc.	(one, a) thousand	d alp šd 'whose (exhalation reaches) a thousand fields'.
127564	šd	 šd	šd(I)/	šd (I)	n. m. sg. cstr. gen.	open field	
# KTU 1.3 III:2							
127565	ẓuh	ẓuh	ẓu/+h=	ẓủ	n. m. sg. cstr. nom. + 3 f. sg. suff.	exhalation	Subject: 'whose exhalation is (noticeable) in the sea' (DULAT ẓủ).
127566	b	b	b	b	prep.	in	
127567	ymxxxxxx	ym xxxxxx	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	
# KTU 1.3 III:3							
127568	xxxrn	xxxrn	xxxrn	?	?	?	
127569	lxxxxxx	lxxxxxx	lxxxxxx	?	?	?	
# KTU 1.3 III:4							
127570	xxxxxxxxxxn	xxxxxxxxxxn	xxxxxxxxxxn	?	?	?	
127571	tšt	tšt	!t!št[	/š-t/	vb G prefc. 3 f. sg.	to place, set, set up, leave	DULAT reads <t>št: 'may she place the zither to her breast'.
127572	rimt	rimt	rim(t/t	rỉmt	n. f. sg. abs. acc.	zither	Object (DULAT rỉmt 'zither').
# KTU 1.3 III:5							
127573	l	l	l(I)	l (I)	prep.	to	
127574	irth	irth	ir(t/t+h=	ỉrt	n. f. sg. cstr. gen.	1) breast a) breast	
127575	tšr	tšr	!t!šr(I)[	/š-r/ (I)	vb G prefc. 3 f. sg.	1) to sing	As written: 'she sings (of) the love of Mightiest Baal'.
127575	tšr	tšr	(m&tšr(II)/	mšr (II)	n. m. sg. cstr. acc.	song	DULAT reads m(!)šr: 'a song about the love of DN'.
127576	l	l	l(I)	l (I)	prep.	to	
127577	dd	dd	dd(I)/	dd (I)	n. m. sg. cstr. gen.	love	EUPT/construct: bound to the following genitive.
127578	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
# KTU 1.3 III:6							
127579	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
127580	yd	yd	yd(II)/	yd (II)	n. m. sg. cstr. gen.	love	
127581	pdry	pdry	pdry/	pdry	DN sg. cstr. gen.	Pidray	
127582	bt	bt	b(t(I)/t	bt (I)	n. f. sg. cstr. gen.	daughter	so we don't connect fem b(n(t/t with bn/?
127583	ar	ar	ar/	ả/ỉr	n. m. sg. cstr. gen.	light	
# KTU 1.3 III:7							
127584	ahbt	ahbt	ahb(t/t	ảhbt	n. f. sg. cstr. gen.	love	
127585	ṭly	ṭly	ṭly/	ṭly	DN sg. cstr. gen.	Tallay	
127586	bt	bt	b(t(I)/t	bt (I)	n. f. sg. cstr. gen.	daughter	so we don't connect fem b(n(t/t with bn/?
127587	rb	rb	rb(b/	rb(b)	n. m. sg. cstr. gen.	drizzle	ṭly bt rb 'Tallay daughter of Drizzle' (rb(b), not rb 'chief').
127588	dd	dd	dd(I)/	dd (I)	n. m. sg. cstr. gen.	love	
127589	arṣy	arṣy	arṣy/	ảrṣy	DN sg. cstr. gen.	Arṣay/Arsay	
# KTU 1.3 III:8							
127590	bt	bt	b(t(I)/t	bt (I)	n. f. sg. cstr. gen.	daughter	so we don't connect fem b(n(t/t with bn/?
127591	yˤbdr	yʿbdr	yˤbdr/	yʕbdr	DN sg. abs. gen.	Yaʿibdarru/'(Daughter) of the Wide World'/attribute of ảrṣy, daughter of the god bʕl (etym. unc.)	
127592	km	km	km	km	prep./conj./adv.	like	
127593	ġlmm	ġlmm	ġlm/m	ġlm	n. m. pl. abs. gen.	1) boy	km ġlmm 'like servants' (DULAT).
127593	ġlmm	ġlmm	ġlm/m	ġlm	n. m. du. abs. gen.	1) boy	EUPT: du. (the two lads/messengers in this scene).
# KTU 1.3 III:9							
127594	w	w	w	w	conj.	and	
127595	ˤrbn	ʿrbn	!!ˤrb(I)[~n	/ʕ-r-b/ (I)	vb G impv. m. du.	1) to enter	lengthened imperative (Tania); DULAT: 'like servants you must enter'; addressed to the two messengers.
127596	l	l	l(I)	l (I)	prep.	to	
127597	pˤn	pʿn	pˤn/	pʕn	n. f. cstr. gen.	at the feet of	
127598	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
127599	hbr	hbr	!!hbr[	/h-b-r/	vb G impv. m. du.	to bow	
127600	w	w	w	w	conj.	and	DOUBLE REMOVE ONE w??
# KTU 1.3 III:10							
127601	w	w	w	w	conj.	and	
127602	ql	ql	!!ql[	/q-l/	vb G impv. m. du.	to fall (down)	Impv. (// 1.1 III:3).
127603	tštḥwy	tštḥwy	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št prefc. 2 m. du.	1) to prostrate oneself	Št stem; ]š] and ]t] are marked as two different morphemes (Tania).
127604	kbd	kbd	!!kbd[:d	/k-b-d/	vb D impv. m. du.	to honour	
127605	hyt	hyt	hy&t	hy	pers. pn.	1) she	hyt is an oblique form of the pronoun hy 'she'
# KTU 1.3 III:11							
127606	w	w	w	w	conj.	and	
127607	rgm	rgm	!!rgm[	/r-g-m/	vb G impv. m. du.	to say, tell, announce, communicate, inform	
127607	rgm	rgm	rgm[	/r-g-m/	vb G suffc. 3 m. du.	to say	EUPT: G-SK 3 m. du.
127608	l	l	l(I)	l (I)	prep.	to	
127609	btlt	btlt	btl(t/t	btlt	n. f. sg. cstr. gen.	virgin	
127610	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
# KTU 1.3 III:12							
127611	ṯny	ṯny	!!ṯny[	/ṯ-n-y/	vb G impv. m. du.	to repeat, reiterate	
127611	ṯny	ṯny	ṯny[	/ṯ-n-y/	vb G suffc. 3 m. du.	to repeat	EUPT: G-SK 3 m. du.
127612	l	l	l(I)	l (I)	prep.	to	
127613	ymmt	ymmt	y(b&mm(t/t	ybmt	n. f. sg. cstr. gen.	widow sister-in-law	DULAT: ymmt is a 'mistake for' ybmt.
127614	limm	limm	lim(I)/m	lỉm (I)	n. m. pl. cstr. gen.	people	
# KTU 1.3 III:13							
127615	tḥm	tḥm	tḥm/	tḥm	n. m. sg. cstr. nom.	message	Message-header: 'Message of Mightiest Baal'.
127616	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
127617	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
127618	hwt	hwt	hw(t(I)/t	hwt (I)	n. f. sg. cstr. nom.	word	
127619	xx	xx	xx	?	?	?	
# KTU 1.3 III:14							
127620	aliy	aliy	aliy/	ảlỉy	adj. m. sg. cstr. gen.	The Most Powerful	
127621	qrdm	qrdm	qrd(I)/m	qrd (I)	n. m. pl. abs. gen.	hero	hwt aliy qrdm 'the word of the Mightiest of heroes' (DULAT).
127622	qryy	qryy	!!qry[~y	/q-r-y/	vb G impv. f. sg.	to meet, encounter, go to meet	Addressed to Anat; DULAT reads the final -y as encl. -y (II): 'go out to meet, yes, war'.
127622	qryy	qryy	!!qry[~y:d	/q-r-y/	vb D impv. f. sg.	to meet, encounter, go to meet	EUPT: D-stem (unwritten gemination; both viable).
127623	b	b	b	b	prep.	in	
127624	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. cstr. gen.	2) the world	
# KTU 1.3 III:15							
127625	mlḥmt	mlḥmt	mlḥm(t/t	mlḥmt	n. f. sg. abs. acc.	war	Object of qryy.
127626	št	št	!!št[	/š-t/	vb G impv. f. sg.	to place, set, set up, leave	
127627	b	b	b	b	prep.	in	
127628	ˤprm	ʿprm	ˤpr(I)/m	ʕpr (I)	n. m. pl. abs. gen.	3) steppe	
127629	ddym	ddym	ddy/m	ddym	n. m. pl. tant. abs. acc.	harmony	plur tantum (Tania); object of št: 'put harmony in the steppe' (DULAT).
# KTU 1.3 III:16							
127630	sk	sk	!!(nsk[	/n-s-k/	vb G impv. f. sg.	to pour (out), spill	sk šlm 'pour peace!' (DULAT: sk / ask parallel III:16 / IV:24).
127631	šlm	šlm	šlm(I)/	šlm (I)	n. m. sg. abs. acc.	1) peace a) sk šlm l kbd ảrṣ pour out peace into the bosom of the earth	
127632	l	l	l(I)	l (I)	prep.	to	
127633	kbd	kbd	kbd(I)/	kbd (I)	n. f. sg. cstr. gen.	within	EUPT genders m.
127634	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. cstr. gen.	3) lower world	
# KTU 1.3 III:17							
127635	arbdd	arbdd	arbdd/	ảrbdd	n. m. sg. abs. acc.	rest	
127636	l	l	l(I)	l (I)	prep.	to	
127637	kbd	kbd	kbd(I)/	kbd (I)	n. f. sg. cstr. gen.	within	EUPT genders m.
127638	šdm	šdm	šd(I)/m	šd (I)	n. m. pl. abs. gen.	1) open field	
# KTU 1.3 III:18							
127639	ḥšk	ḥšk	!!ḥš(I)[/+k	/ḥ-š/ (I)	vb G inf. + 2 m. sg. suff.	to hurry, make haste	Smith-Pitard: three infinitives.
127639	ḥšk	ḥšk	!!ḥšk[	/ḥ-š-k/	vb G impv. m. sg.	to seize, grasp	DULAT: 'grasp your staff (and) your mace' (1.3 III:18).
127640	ˤṣk	ʿṣk	!!ˤṣ[/+k	/ʕ-s-y:s/	vb G inf. + 2 m. sg. suff.	?	Smith-Pitard: infinitive (DULAT /ʕ-s-y:s/ '?').
127640	ˤṣk	ʿṣk	ˤṣ/+k	ʕṣ	n. m. sg. cstr. acc. + 2 m. sg. suff.	tree, plant, (vine-)stock	DULAT: 'your staff'.
127641	ˤbṣk	ʿbṣk	!!ˤbṣ[/+k	?	vb G inf. + 2 m. sg. suff.	?	Smith-Pitard: infinitive; no DULAT verbal root (cf. ʕbṣ (I) n. 'mace').
127641	ˤbṣk	ʿbṣk	ˤbṣ(I)/+k	ʕbṣ (I)	n. m. sg. cstr. acc. + 2 m. sg. suff.	mace	DULAT: 'your mace'.
# KTU 1.3 III:19							
127642	ˤmy	ʿmy	ˤm(I)+y	ʕm (I)	prep. + 1 c. sg. suff.	1) relationship of direction (space and time)	
127643	pˤnk	pʿnk	pˤn/+k	pʕn	n. f. du. cstr. nom. + 2 f. sg. suff.	1) foot a) tdʕṣ pʕnm she pressed (?) (her) feet (down)	
127644	tlsmn	tlsmn	!t!lsm[n	/l-s-m/	vb G prefc. 3 f. du.	to run, hurry	
127645	ˤmy	ʿmy	ˤm(I)+y	ʕm (I)	prep. + 1 c. sg. suff.	1) relationship of direction (space and time)	IS LINE 19 FROM SMITH MISSING HERE?? Smith p202
# KTU 1.3 III:20							
127646	twtḥ	twtḥ	!t!w]t]ḥ(y[	/w-ḥ-y/	vb Gt prefc. 3 m. du.	to hasten	lex: wḥy Gt, waw seems to be doubled
127647	išdk	išdk	išd/+k	ỉšd	n. m. du. cstr. nom. + 2 f. sg. suff.	leg	
127648	dm	dm	d~m(I)	dm (I)	functor	since	
127649	rgm	rgm	rgm/	rgm	n. m. sg. abs. nom.	2) matter	dm rgm iṯ ly 'for I have a matter' (DULAT).
# KTU 1.3 III:21							
127650	iṯ	iṯ	iṯ(I)/	ỉṯ (I)	n. m. sg. abs. gen.	2) to have	
127650	iṯ	iṯ	iṯ(I)	ỉṯ (I)	existential functor	there is	DULAT ỉṯ (I) n. 'existence', functions as existential particle (EUPT: Existenzpart.).
127651	ly	ly	l(I)+y	l (I)	prep.	7) of belonging ((not) being of, (not) having) b) with vb functor	
127652	w	w	w	w	conj.	and	
127653	argmk	argmk	!(ʔ&a!rgm[+k	/r-g-m/	vb G prefc. 1 c. sg. + 2 f. sg. suff.	to say	
127654	xx	xx	xx	?	?	?	
# KTU 1.3 III:22							
127655	hwt	hwt	hwt(I)/	hwt (I)	n. f. sg. abs. nom.	word	
127656	w	w	w	w	conj.	and	
127657	aṯnyk	aṯnyk	!a!ṯny[+k	/ṯ-n-y/	vb G prefc. 1 c. sg.	to repeat, reiterate	
127658	rgm	rgm	rgm/	rgm	n. m. sg. cstr. nom.	2) matter	
# KTU 1.3 III:23							
127659	ˤṣ	ʿṣ	ˤṣ/	ʕṣ	n. m. sg. abs. gen.	2) beam	
127660	w	w	w	w	conj.	1) copulative conj.	
127661	lḫšt	lḫšt	lḫš(t/t	lḫšt	n. f. sg. cstr. nom.	chatter	
127662	abn	abn	abn/	ảbn	n. f. sg. abs. gen.	1) stone a) k ảbnm l tỉggn like stones which do /do not/ murmur	EUPT genders m.
127663	ˤ	ʿ	ˤ	?	?	?	WHAT IS TIS? error to be erazed
# KTU 1.3 III:24							
127664	tant	tant	tan(t/t	tả/ủnt	n. f. sg. cstr. nom.	whispering, conversation, groaning	tant šmm ˤm arṣ 'the whispering of the heavens with the earth' (DULAT tả/ủnt — entry exists; earlier ? was wrong).
127665	šmm	šmm	šm(m(I)/m	šmm (I)	n. m. pl. abs. nom.	1) heavens	
127666	ˤm	ʿm	ˤm(I)	ʕm (I)	prep.	to	
127667	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. cstr. gen.	3) lower world	
# KTU 1.3 III:25							
127668	thmt	thmt	thm(t/t	thmt	n. f. sg. abs. gen.	Primordial Ocean	
127669	ˤmn	ʿmn	ˤm~n(II)	ʕm (I)	prep.	to	actually ˤmn(II) is just ˤm(I)~n
127670	kbkbm	kbkbm	kbkb/m	kbkb	n. m. pl. abs. gen.	1) heavenly body	
# KTU 1.3 III:26							
127671	abn	abn	abn/	ảbn	n. m. sg. cstr. nom.	stone	DULAT (s.v. ảbn): abn brq 'the stone/head of the lightning'.
127671	abn	abn	!(ʔ&a!bn[	/b-n/	vb G prefc. 1 c. sg.	to understand	DULAT (s.v. /b-n/) discusses this form: 'I understand the lightning'.
127672	brq	brq	brq(I)/	brq (I)	n. m. sg. abs. nom.	ray	
127673	d	d	d	d	det. or rel. functor	the one(s) of	
127674	l	l	l(II)	l (II)	adv.	no	
127675	tdˤ	tdʿ	!t!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G prefc. 3 m. pl.	1) to know	
127676	šmm	šmm	šm(m(I)/m	šmm (I)	n. m. pl. cstr. nom.	1) heavens	
# KTU 1.3 III:27							
127677	rgm	rgm	rgm/	rgm	n. m. sg. abs. nom.	word	rgm l tdˤ nšm 'a word people do not know'.
127678	l	l	l(II)	l (II)	neg. adv.	no, not	
127679	tdˤ	tdʿ	!t!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G prefc. 3 m. pl.	to know	
127680	nšm	nšm	nšm/	nšm	n. m. pl. abs. nom.	people	
127681	wl	wl	w-l(II)	w; l (II)	conj.; neg. adv.	and; no, not	SPLIT IN TWO WORDS!!
127682	tbn	tbn	!t!bn[	/b-n/	vb G prefc.	to understand	
# KTU 1.3 III:28							
127683	hmlt	hmlt	hml(t/t	hmlt	n. f. pl. tant. cstr. nom.	multitude	
127684	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	2) the world	
127685	atm	atm	!!at(w[~m(II)	/ʔ-t-w/	vb G prefc.	to come, go	atm w ank: Tania reads /ʔ-t-w/ 'come' + encl. -m (debated; cf. pron. 'you').
127685	atm	atm	!!at(w[~m(II)	/ʔ-t-w/	vb G impv. f. sg. + encl. -m	to come, go	EUPT: G impv. 2 f. sg. + EP -m, 'come!'.
127686	w	w	w	w	conj.	3) in the correlation protasis-apodosis	
127687	ank	ank	ank	ảnk	pers. pn.	1) i b) emph. subj. in VC	
# KTU 1.3 III:29							
127688	ibġyh	ibġyh	!(ʔ&i!bġy[+h	/b-ġ-y/	vb G prefc. 1 c. sg.	to reveal, show	maybe :d
127689	b	b	b	b	prep.	in	
127690	tk	tk	tk/	tk	n. m. cstr. gen.	1) in	
127690	tk	tk	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
127691	ġry	ġry	ġr(I)/+y	ġr (I)	n. m. cstr. gen.	mountain	or ~y
127692	il	il	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	ġry il ṣpn 'my divine mountain, Ṣapān' (DULAT).
127693	ṣpn	ṣpn	ṣpn/	ṣpn	TN/DN sg. abs. gen.	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.3 III:30							
127694	b	b	b	b	prep.	in	
127695	qdš	qdš	qdš(II)/	qdš (II)	n. m. sg. abs. gen.	sanctuary	IS THIS (I) ADJ OR (II) NOUN?
127696	b	b	b	b	prep.	in	
127697	ġr	ġr	ġr(I)/	ġr (I)	n. m. sg. cstr. gen.	mountain	
127698	nḥlty	nḥlty	nḥl(t/t+y	nḥlt	n. f. sg. cstr. gen.	property	
# KTU 1.3 III:31							
127699	b	b	b	b	prep.	in	
127700	nˤm	nʿm	nˤm(II)/	nʕm (II)	n. m. sg. abs. gen.	1) grace	IS THIS (I) ADJ OR (II) NOUN?
127701	b	b	b	b	prep.	in	
127702	gbˤ	gbʿ	gbˤ/	gbʕ	n. m. sg. cstr. gen.	hill	
127703	tliyt	tliyt	tliy(t/t	tlỉyt	n. f. sg. abs. gen.	triumph	
# KTU 1.3 III:32							
127704	hlm	hlm	hlm	hlm	conj. functor	and so	or hl~m
127705	ˤnt	ʿnt	ˤnt(I)/	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
127706	tph	tph	!t!ph(y[	/p-h-y/	vb G prefc. 3 f. sg.	to see, espy	hlm ˤnt tph ilm 'as soon as Anat espied the (two) gods' (DULAT).
127707	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	1) god c) object or purpose of an action	
127708	bh	bh	b+h=	b	prep.	1) spatial location a) place in which something occurs	
127709	pˤnm	pʿnm	pˤn/m	pʕn	n. f. pl. abs. nom.	1) foot a) tdʕṣ pʕnm she pressed (?) (her) feet (down)	
127709	pˤnm	pʿnm	pˤn/m	pʕn	n. f. du. abs. nom.	1) foot a) tdʕṣ pʕnm she pressed (?) (her) feet (down)	EUPT: du. (natural pair).
# KTU 1.3 III:33							
127710	tṭṭ	tṭṭ	!t!(nṭṭ[	/n-ṭ-ṭ/	vb G prefc. 3 f. du.	to shake	can't be :d because of the assimilation of n (Tania); subject pˤnm (du.).
127711	bˤdn	bʿdn	bˤd~n	bʕd	adv. or prep.	1) adv.	preposition with enl n and perhaps assimilated pronoun h?
127712	ksl	ksl	ksl/	ksl	n. f. sg. abs. nom.	1) back	
127713	tṯbr	tṯbr	!t!](n]ṯbr[	/ṯ-b-r/	vb N prefc. 3 f. sg.	to break, be shattered, buckle	Subject ksl: 'behind, (her) back buckled' (DULAT).
# KTU 1.3 III:34							
