# KTU 1.2 I:1							
126334	yṯbr	yṯbr                           	!y!ṯbr[	/ṯ-b-r/	vb G prefc. 3 m. sg.	to break	yṯb[r] rišk 'may he break your head'.
# KTU 1.2 I:8							
126335	rišk	rišk	riš(I)/+k	rỉš (I)	n. m. sg. cstr. acc. + 2 m. sg. suff.	1) head	Object of yṯbr.
126336	ˤṯtrt	ʿṯtrt	ˤṯtrt(I)/	ʕṯtrt (I)	DN f. sg. abs. nom.	ʕAṯtartu/Athtart	ˤṯtrt šm bˤl 'Athtart-Name-of-Baal' (// 1.16 VI:56).
126337	šm	šm 	šm(I)/	šm (I)	n. m. sg. cstr. nom.	name	ʕṯtrt šm bˤl 'Athtart-the-Name-of-Baal' (šm 'name', not 'ram').
126338	bˤl	 bʿl 	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
126339	qdqd	 qdqd 	qdqd/	qdqd	n. m. sg. cstr. acc.	skull	Object: 'may she strike your skull'.
126340		      	?	?	?	?	
# KTU 1.2 I:9							
126341	rˤt	rʿt	rˤ(t/t	rʕt	n. f. sg. abs. nom.	thunder	
126342	mṭ	mṭ	mṭ/	mṭ	n. m. sg. abs. nom.	rod	DULAT (s.v. mṭ, /n-p-l/): 'staggering (?) you fall'.
126343	tpln	tpln	!t=!(npl[~n	/n-p-l/	vb G prefc. 2 m. sg.	to fall	DULAT: 'you fall'; -n energic.
126344	b	b	b	b	prep.	in	
126345	gbl	gbl                  	gbl(I)/	gbl (I)	n. m. sg. cstr. gen.	summit	
# KTU 1.2 I:10							
126346	ab	ab	ab/	ảb	n. m. sg. cstr. gen.	father	
126347	šnm	šnm	šnm/	šnm	DN sg. cstr. gen.	Šunama/Shunama/second member of the double-barrelled divine name ṯkmn w šnm, origin unknown	
126348	aṯtm	aṯtm	aṯ(t/tm	ảṯt	n. f. du. abs. acc.	woman	DULAT (s.v. /l-q-ḥ/): 'two wives you take'.
126349	tqḥ	tqḥ                  	!t=!(lqḥ[	/l-q-ḥ/	vb G prefc. 2 m. sg.	to get hold of, take, grasp	
# KTU 1.2 I:11							
126350	mlakm	mlakm	mlak/m	mlảk	n. m. pl. abs. acc.	messenger	Object of ylak.
126350	mlakm	mlakm	mlak/m	mlảk	n. m. du. abs. acc.	messenger	EUPT: du. (the two messengers in this scene).
126351	ylak	ylak	!y!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 3 m. sg.	to send (a message)	
126352	ym	ym	ym(II)/	ym (II)	n. m. sg. abs. nom.	2) DN	
126353		                  	?	?	?	?	
# KTU 1.2 I:12							
126354	b	b 	b	b	prep.	in	
126355	ˤlṣ	ʿlṣ	ˤlṣ/	ʕlṣ	n. m. sg. cstr. gen.	rejoicing	DULAT: 'with great rejoicing they left'.
126356	ˤlṣm	ʿlṣm	ˤlṣ/m	ʕlṣ	n. m. pl. abs. gen.	rejoicing	
126357	npr	npr	npr[	/n-p-r/	vb G suffc. 3 m. du.	to fly, start to fly	DULAT (s.v. /n-p-r/): 'they left/flew'.
126358	šmm	šmm             	šm(m(I)/m	šmm (I)	n. m. pl. abs. acc.	heavens	Accusative of direction: '(flew to) the heavens'.
# KTU 1.2 I:13							
126359	uṭ	uṭ	uṭ/	ủṭ	n. m. sg. abs. gen.	span, half cubit	DULAT cites ủṭ here (broken context).
126360	ṯbr	ṯbr	ṯbr/	ṯbr	n. m. sg. cstr. nom.	nasal fossae	DULAT (s.v. ṯbr): ṯbr aphm 'their nasal fossae'.
126360	ṯbr	ṯbr	ṯbr[	/ṯ-b-r/	vb G suffc. 3 m. sg.	to break	Broken context ([ủ]ṭ ṯbr).
126361	aphm	aphm	aphm	ảphm	illative adv. functor	immediately afterwards	DULAT cites ảphm here.
126361	aphm	aphm	ap(II)/+hm	ảp (II)	n. m. du. cstr. gen. + 3 m. pl. suff.	nose	DULAT also cites ảp (II) here: ṯbr aphm 'their nasal fossae'.
126362	tbˤ	tbʿ	!!tbˤ[	/t-b-ʕ/	vb G impv. m. du.	to go, leave, depart	DULAT: 'depart, lads!'.
126363	ġlmm	ġlmm 	ġlm/m	ġlm	n. m. du. abs. nom.	1) boy	Vocative.
126364	al	 al 	al(I)	ảl (I)	neg. functor	no	
126365	tṯb	 tṯb 	!t!(yṯb[	/y-ṯ-b/	vb G prefc. 2 m. du.	to sit down	al tṯb 'do not delay'.
126366	idk	 idk 	idk	ỉdk	narrative adv. functor	then	
126367	pnm	 pnm 	pn(m/m	pnm	n. m. pl. tant. abs. acc.	face	
# KTU 1.2 I:14							
126368	al	al	al(II)	ảl (II)	asseverative functor	surely	
126369	ttn	ttn	!t!(ytn[	/y-t-n/	vb G prefc. 2 m. du.	to give	Journey formula, addressed to the two messengers.
126370	ˤm	ʿm	ˤm(I)	ʕm (I)	prep.	1) relationship of direction (space and time)	
126371	pḫr	pḫr	pḫr(I)/	pḫr (I)	n. m. sg. cstr. gen.	1) assembly a) Assembly	
126372	mˤd	mʿd	mˤd/	mʕd	n. m. sg. abs. gen.	convention	
126373	tk	tk 	tk/	tk	n. m. sg. cstr. acc.	2) to	
126373	tk	tk 	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
126374	ġr	 ġr 	ġr(I)/	ġr (I)	n. m. sg. cstr. gen.	mountain	
126375	ll	 ll 	ll(II)/	ll (II)	TN sg. abs. gen.	divina	tk ġr ll 'to Mount LL' (DULAT ll (II) TN).
126376	l	 l 	l(I)	l (I)	prep.	to	
126377	pˤn	pʿn 	pˤn/	pʕn	n. f. cstr. gen.	at the feet of	
126378	il	 il	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
# KTU 1.2 I:15							
126379	al	al	al(II)	ảl (II)	asseverative functor	surely	DULAT (s.v. ảl (II)): 'fall down, yes'.
126379	al	al	al(I)	ảl (I)	neg. functor	no	Smith/UNP: 'do not fall (at El's feet)' — the envoys are to stand.
126380	tpl	tpl	!t!(npl[	/n-p-l/	vb G prefc. 2 m. du.	to fall	
126381	al	al	al(II)	ảl (II)	asseverative functor	surely	DULAT: '(prostrate yourselves,) yes'.
126381	al	al	al(I)	ảl (I)	neg. functor	no	Smith/UNP: 'do not prostrate yourselves'.
126382	tštḥwy	tštḥwy	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št prefc. 2 m. du.	1) to prostrate oneself	
126383	pḫr	pḫr	pḫr(I)/	pḫr (I)	n. m. sg. cstr. acc.	assembly	
126384	mˤd	mʿd 	mˤd/	mʕd	n. m. sg. abs. gen.	convention	
126385	qmm	 qmm 	qm[/m	/q-m/	vb G act. ptcpl. m. du. abs. nom.	to stand up	qmm 'standing (the two of you)'.
126386	aṯr	 aṯr 	aṯr(I)	ảṯr (I)	adv. or prep.	then	
126387	am	 am	amr(I)/	ảmr (I)	n. m. sg. abs. acc.	order, demand	MERGE WITH THE NEXT: am+r = amr, split I:15/16; DULAT (I:31): '(they transmitted their) demand'.
126387	am	 am	(ʔ&amr[	/ʔ-m-r/	vb G suffc. 3 m. du.	to be seen, appear	MERGE WITH THE NEXT: Smith-Pitard root 'to say' (DULAT s.v. ảmr (I) notes */ʔ-m-r/ SP, De Moor).
# KTU 1.2 I:16							
126388	r	r	amr(I)/	ảmr (I)	n. m. sg. abs. acc.	order, demand	MERGE WITH THE PREVIOUS.
126388	r	r	(ʔ&amr[	/ʔ-m-r/	vb G suffc. 3 m. du.	to be seen, appear	MERGE WITH THE PREVIOUS.
126389	ṯny	ṯny	!!ṯny[	/ṯ-n-y/	vb G impv. m. du.	to repeat, reiterate	ṯny dˤtkm 'repeat your communiqué' (DULAT).
126389	ṯny	ṯny	ṯny[	/ṯ-n-y/	vb G suffc. 3 m. du.	to repeat	EUPT: G-SK 3 m. du.
126390	dˤtkm	dʿtkm	dˤ(t(I)/t+km	dʕt (I)	n. f. sg. cstr. acc. + 2 m. pl. suff.	1) knowledge	
126391	w	w	w	w	conj.	and	
126392	rgm	rgm	!!rgm[	/r-g-m/	vb G impv. m. du.	to say	
126392	rgm	rgm	rgm[	/r-g-m/	vb G suffc. 3 m. du.	to say	EUPT: G-SK 3 m. du.
126393	l	l	l(I)	l (I)	prep.	to	
126394	ṯr	ṯr	ṯr(I)/	ṯr (I)	n. m. sg. cstr. gen.	bull	
126395	ab	ab 	ab/	ảb	n. m. sg. cstr. gen.	father	
126396	il	 il 	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
126397	ṯny	 ṯny 	!!ṯny[	/ṯ-n-y/	vb G impv. m. du.	to repeat, reiterate	
126397	ṯny	 ṯny 	ṯny[	/ṯ-n-y/	vb G suffc. 3 m. du.	to repeat	EUPT: G-SK 3 m. du.
126398	l	 l 	l(I)	l (I)	prep.	to	
126399	pḫr	pḫr	pḫr(I)/	pḫr (I)	n. m. sg. cstr. gen.	assembly	
# KTU 1.2 I:17							
126400	mˤd	mʿd	mˤd/	mʕd	n. m. sg. abs. gen.	convention	
126401	tḥm	tḥm	tḥm/	tḥm	n. m. sg. cstr. gen.	message	
126402	ym	ym	ym(II)/	ym (II)	DN m. sg. abs. gen.	2) DN	
126403	bˤlkm	bʿlkm	bˤl(II)/+km	bʕl (II)	n. m. sg. cstr. gen. + 2 m. pl. suff.	lord	
126404	adnkm	adnkm	adn(I)/+km	ảdn (I)	n. m. sg. cstr. gen. + 2 m. pl. suff.	1) lord	
126405	ṯpṭ	ṯpṭ 	ṯpṭ(II)/	ṯpṭ (II)	n. m. sg. cstr. gen.	judge	
126406	nhr	 nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
# KTU 1.2 I:18							
126407	tn	tn	!!(ytn[	/y-t-n/	vb G impv. m. pl.	give	tn ilm 'deliver, O gods!' (DULAT).
126408	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	1) god b) activities of the gods	
126408	ilm	ilm	il(I)/~m	ỉl (I)	n. m. sg. abs. nom + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
126409	d	d	d	d	det. or rel. functor	2) which	
126410	tqh	tqh	!t===!(yq(y[+h	/y-q-y/	vb G prefc. 2 m. pl. + 3 m. sg. suff.	to protect	d tqh 'the one you protect/pay homage to' (DULAT).
126411	d	d	d	d	det. or rel. functor	2) which	
126412	tqyn	tqyn	!t===!(yqy[~n	/y-q-y/	vb G prefc. 2 m. pl.	to protect	-n energic.
126413	hmlt	hmlt	hml(t/t=	hmlt	n. f. pl. tant. abs. nom.	multitude	
126414	tn	tn	!!(ytn[	/y-t-n/	vb G impv. m. pl.	give	
126415	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN m. sg. abs. acc.	Baʿlu/Baal	Object: 'hand over Baal'.
126416	w	 w 	w	w	conj.	and	
126417	ˤnnh	ʿnnh	ˤnn/+h	ʕnn	n. m. pl. cstr. acc. + 3 m. sg. suff.	manservant	DULAT: 'hand over DN and his servants'.
# KTU 1.2 I:19							
126418	bn	bn	bn(I)/	bn (I)	n. m. sg. cstr. acc.	2) son of DN a) in mythological texts	
126419	dgn	dgn	dgn(II)/	dgn (II)	DN m. sg. abs. gen.	Dagan	bn dgn 'the son of Dagan' (DULAT).
126420	arṯm	arṯm	!(ʔ&a!(yrṯ[~m	/y-r-ṯ/	vb G prefc. 1 c. sg.	to inherit, possess	
126421	pḏh	pḏh	pḏ/+h	pḏ	n. m. sg. cstr. acc. + 3 m. sg. suff.	gold	DULAT: 'of whose gold I shall take possession'.
126422	tbˤ	tbʿ	tbˤ[	/t-b-ʕ/	vb G suffc. 3 m. du.	to go	DULAT: 'the lads left without staying'.
126423	ġlmm	ġlmm	ġlm/m	ġlm	n. m. du. abs. nom.	1) boy	
126424	l	l	l(II)	l (II)	adv.	no	
126425	yṯb	yṯb	!y!(yṯb[	/y-ṯ-b/	vb G prefc. 3 m. du.	to sit down	
126426	idk	idk 	idk	ỉdk	narrative adv. functor	then	
126427	pnm	 pnm	pn(m/m	pnm	n. m. pl. tant. abs. acc.	face	
# KTU 1.2 I:20							
126428	l	l	l(III)	l (III)	functor	certainly, undoubtedly, yes	idk l ytn pnm (journey formula).
126429	ytn	ytn	!y=!(ytn[	/y-t-n/	vb G prefc. 3 m. du.	to give	
126430	tk	tk	tk/	tk	n. m. sg. cstr. acc.	2) to	
126430	tk	tk	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
126431	ġr	ġr	ġr(I)/	ġr (I)	n. m. sg. cstr. gen.	mountain	
126432	ll	ll	ll(II)/	ll (II)	TN sg. abs. gen.	divina	
126433	ˤm	ʿm	ˤm(I)	ʕm (I)	prep.	to	
126434	phr	phr	p(ḫ&hr(I)/	pḫr (I)	n. m. sg. cstr. gen.	assembly	
126435	mˤd	mʿd	mˤd/	mʕd	n. m. sg. abs. gen.	convention	
126436	ap	ap	ap(I)	ảp (I)	adv./conj.	also	
126437	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	1) god b) activities of the gods	
126438	lḥm	lḥm	!!lḥm[/	/l-ḥ-m/ (I)	vb G inf.	1) to eat	ap ilm <l> lḥm yṯb 'the gods had also sat down to eat' (DULAT).
# KTU 1.2 I:21							
126439	yṯb	yṯb	yṯb[	/y-ṯ-b/	vb G suffc. 3 m. sg.	to sit down, take a seat on the throne, install oneself, reside	Sg. form with pl. subject (DULAT: 'the gods sat down').
126440	bn	bn	bn(I)/	bn (I)	n. m. sg. cstr. gen.	5) stating a quality (sg. / pl. + n. sg.) g) bn qdš holy one	
126441	qdš	qdš	qdš(III)/	qdš (III)	DN m. sg. abs. gen.	the Holy One	bn qdš 'the holy ones' (DULAT qdš (III)).
126442	l	l	l(I)	l (I)	prep.	to	
126443	ṯr	ṯr 	!!ṯr(m[/	/ṯ-r-m/	vb G inf.	to break, cut, carve	l ṯr(m) 'to dine' (DULAT cites yṯb bn qdš l ṯrm here s.v. /ṯ-r-m/); CUC reads lṯr.
126444	bˤl	 bʿl 	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
126445	ˤl	 ʿl 	ˤl(I)	ʕl (I)	prep.	1) spatial location or pre-eminence c) in front	
126446	im	 im	im	ỉm	conj.	if	bˤl ˤl im before bˤl qm ˤl il: false start / scribal anticipation (?).
126447	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
126448	qm	qm	qm[/	/q-m/	vb G act. ptcpl. m. sg. abs. nom.	to stand up	bˤl qm ˤl il 'Baal was standing by El' (DULAT).
126449	ˤl	ʿl	ˤl(I)	ʕl (I)	prep.	1) spatial location or pre-eminence c) in front	
126450	il	il	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
126451	hlm	hlm	hlm	hlm	conj. functor	1) and so	
# KTU 1.2 I:22							
126452	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
126453	tphhm	tphhm	!t!ph(y[+hm	/p-h-y/	vb G prefc. 3 m. pl. + 3 m. pl. suff.	to see, espy	hlm ilm tphhm 'as soon as the gods saw them' (DULAT).
126454	tphn	tphn	!t!ph(y[~n	/p-h-y/	vb G prefc. 3 m. pl.	to see, espy	-n energic.
126455	mlak	mlak	mlak/	mlảk	n. m. sg. cstr. nom.	messenger	
126456	ym	ym	ym(II)/	ym (II)	DN m. sg. abs. gen.	2) DN	
126457	tˤdṯpṭt	tʿdṯpṭt	?	?	?	?	tˤdṯpṭt: scribal conflation of tˤdt (+ ṯpṭ) (?); cf. the following ṯpṭ [nhr].
126458	ṯpṭ	ṯpṭ 	ṯpṭ(II)/	ṯpṭ (II)	n. m. sg. cstr. nom.	judge	
126459	nhr	 nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
# KTU 1.2 I:23							
126460	tġly	tġly	!t!ġly[	/ġ-l-y/	vb G prefc. 3 m. pl.	1) to degrade	DULAT: 'the gods lowered their heads'.
126461	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
126462	rišthm	rišthm	riš(I)/t=+hm	rỉš (I)	n. m. pl. cstr. acc. + 3 m. pl. suff.	head	rišt 'heads' (fem.-pl. of rỉš).
126463	l	l	l(I)	l (I)	prep.	to	
126464	ẓr	ẓr	ẓr(I)/	ẓr (I)	n. m. cstr. gen.	upon	
126465	brkthm	brkthm	brk/t=+hm	brk	n. f. pl. cstr. gen. + 3 m. pl. suff.	knee	
126466	w	w	w	w	conj.	and	
126467	l	l	l(I)	l (I)	prep.	to	
126468	kḥṯ	kḥṯ	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
# KTU 1.2 I:24							
126469	zblhm	zblhm	zbl(II)/+hm	zbl (II)	n. m. sg. cstr. gen. + 3 m. pl. suff.	principality	
126470	b	b	b	b	prep.	in	
126471	hm	hm	+hm	-hm	pers. pn. suff. 3 m. pl.	their, theirs	bhm ygˤr 'at them he shouted' (DULAT cites -hm here).
126472	ygˤr	ygʿr	!y!gˤr[	/g-ʕ-r/	vb G prefc. 3 m. sg.	to reproach, rebuke	
126473	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
126474	lm	lm	lm(II)	lm (II)	interr. pn.	why?, what for?	lm ġltm 'why have you lowered...?' (DULAT lm (II)).
126475	ġltm	ġltm	ġl(y[tm	/ġ-l-y/	vb G suffc. 2 m. pl.	1) to degrade	lm ġltm 'why have you lowered (your heads)?' (DULAT).
126475	ġltm	ġltm	ġl(y[tm:d	/ġ-l-y/	vb D suffc. 2 m. pl.	1) to degrade	EUPT: D-stem (unwritten gemination; both viable).
126475	ġltm	ġltm	ġl(t/t~m	ġlt	n. f. sg. abs. + encl. -m	prostration, inactivity	Alternative: noun ġlt.
126476	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	Vocative.
126477	rišt	rišt	riš(I)/t=+km	rỉš (I)	n. m. pl. cstr. acc. + 2 m. pl. suff.	1) head	MERGE WITH THE NEXT: rišt+km = rištkm, split I:24/25 (DULAT: lm ġltm ilm rištkm).
# KTU 1.2 I:25							
126478	km	km	riš(I)/t=+km	rỉš (I)	n. m. pl. cstr. acc. + 2 m. pl. suff.	1) head	MERGE WITH THE PREVIOUS.
126479	l	l	l(I)	l (I)	prep.	to	
126480	ẓr	ẓr	ẓr(I)/	ẓr (I)	n. m. cstr. gen.	upon	
126481	brktkm	brktkm	brk/t=+km	brk	n. f. pl. cstr. gen. + 2 m. pl. suff.	knee	
126482	w	w	w	w	conj.	and	
126483	ln	ln	l(I)~n	l (I)	prep. + encl. -n	1) prep. of direction a) allative	DULAT cites -n (I) here: 'from upon their princely seats'.
126484	kḥṯ	kḥṯ	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
126485	zblkm	zblkm	zbl(II)/+km	zbl (II)	n. m. sg. cstr. nom.	principality	
126486	aḥd	aḥd	aḥd/	ảḥd	adj. m. sg. abs. acc.	2) adv	DULAT: 'in unison will the gods answer'.
# KTU 1.2 I:26							
126487	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
126488	tˤny	tʿny	!t!ˤny(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. pl.	1) to answer	DULAT (s.v. ảḥd): 'in unison will the gods answer'.
126488	tˤny	tʿny	!t!ˤn(w[y:d	/ʕ-n-w/	vb D prefc. 3 m. pl.	to humiliate, knock down	DULAT (s.v. /ʕ-n-w/): 'see, gods, that they humiliate you'.
126489	lḥt	lḥt	lḥ(II)/t=	lḥ (II)	n. f. pl. cstr. acc.	1) missive	lḥt 'the letters' (DULAT lḥ (II) 'missive').
126490	mlak	mlak	mlak/	mlảk	n. m. sg. cstr. gen.	messenger	
126490	mlak	mlak	mlak/	mlảk	n. m. du. cstr. gen.	messenger	EUPT: du. (the two messengers in this scene).
126491	ym	ym	ym(I)/	ym (II)	DN m. sg. abs. nom.	2) DN	
126492	tˤdt	tʿdt	tˤd(t/t	tʕdt	n. f. sg. cstr. gen.	embassy	
126493	ṯpṭ	ṯpṭ	ṯpṭ(II)/	ṯpṭ (II)	n. m. sg. cstr. gen.	judge	
126494	nhr	nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
# KTU 1.2 I:27							
126495	šu	šu	!!(nš(ʔ[&u	/n-š-ʔ/	vb G impv. m. pl.	to raise, lift, help up	
126496	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
126497	raštkm	raštkm	r(i&aš(I)/t=+km	rỉš (I)	n. m. pl. cstr. acc. + 2 m. pl. suff.	1) head	rašt 'heads' (a-vocalization of the pl.; // 1.3 III:42 rašm).
126498	l	l	l(I)	l (I)	prep.	to	
126499	ẓr	ẓr	ẓr(I)/	ẓr (I)	n. m. cstr. gen.	upon	
126500	brktkm	brktkm	brk/t=+km	brk	n. f. pl. cstr. gen. + 2 m. pl. suff.	knee	
126501	ln	ln	l(I)~n	l (I)	prep. + encl. -n	1) prep. of direction b) ventive	
126502	kḥṯ	kḥṯ	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
# KTU 1.2 I:28							
126503	zblkm	zblkm	zbl(II)/+km	zbl (II)	n. m. sg. cstr. gen. + 2 m. pl. suff.	principality	
126504	w	w	w	w	conj.	and	
126505	ank	ank	ank	ảnk	pers. pn.	1) i a) subj. in NC	
126506	ˤny	ʿny	ˤny(I)[/	/ʕ-n-y/ (I)	vb G act. ptcpl. m. sg. abs. nom.	1) to answer	DULAT: 'I myself am going to reply'.
126507	mlak	mlak	mlak/	mlảk	n. m. sg. cstr. acc.	messenger	
126508	ym	ym	ym(II)/	ym (II)	DN m. sg. abs. gen.	2) DN	
126509	tˤdt	tʿdt	tˤd(t/t	tʕdt	n. f. sg. cstr. acc.	embassy	
126510	ṯpṭ	ṯpṭ	ṯpṭ(II)/	ṯpṭ (II)	n. m. sg. cstr. gen.	judge	
126511	nhr	nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
# KTU 1.2 I:29							
126512	tšu	tšu	!t!(nš(ʔ[&u:w	/n-š-ʔ/	vb G prefc. 3 m. pl.	to raise	
126513	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
126514	rašthm	rašthm	r(i&aš(I)/t=+hm	rỉš (I)	n. m. pl. cstr. acc. + 3 m. pl. suff.	1) head	
126515	l	l	l(I)	l (I)	prep.	to	
126516	ẓr	ẓr	ẓr(I)/	ẓr (I)	n. m. cstr. gen.	upon	
126517	brkthm	brkthm	brk/t=+hm	brk	n. f. pl. cstr. gen. + 3 m. pl. suff.	knee	
126518	lnh	lnh 	l(I)~nh	l (I)	prep. + encl.	to	lnh kḥṯ zblhm (// ln I:25); encl. -n(h).
126519		 	?	?	?	?	
126520	kḥṯ	kḥṯ	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
126521	zblhm	zblhm	zbl(II)/+hm	zbl (II)	n. m. sg. cstr. gen. + 3 m. pl. suff.	principality	
# KTU 1.2 I:30							
126522	aḫr	aḫr	aḫr	ảḫr	adv./prep./conj.	3) after	
126523	tmġyn	tmġyn	!t!mġy[~n	/m-ġ-y/	vb G prefc. 3 m. du.	to come, arrive	DULAT: 'after the messengers of DN arrived'; -n energic.
126524	mlak	mlak	mlak/	mlảk	n. m. sg. cstr. nom.	messenger	
126524	mlak	mlak	mlak/	mlảk	n. m. du. cstr. nom.	messenger	EUPT: du. (the two messengers in this scene).
126525	ym	ym	ym(II)/	ym (II)	DN m. sg. abs. gen.	2) DN	
126526	tˤdt	tʿdt	tˤd(t/t	tʕdt	n. f. sg. cstr. gen.	embassy	
126527	ṯpṭ	ṯpṭ	ṯpṭ(II)/	ṯpṭ (II)	n. m. sg. cstr. gen.	judge	
126528	nhr	nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
126529	l	l	l(I)	l (I)	prep.	to	
126530	pˤn	pʿn	pˤn/	pʕn	n. f. cstr. gen.	at the feet of	
126531	il	il	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
# KTU 1.2 I:31							
126532	l	l	l(III)	l (III)	functor	certainly, undoubtedly, yes	DULAT (I:31): 'at the feet of DN, yes, they fell'.
126532	l	l	l(II)	l (II)	neg. adv.	no, not	Smith/UNP: 'they do NOT fall' (insolent envoys; cf. mqmm 'standing').
126533	tpl	tpl	!t!(npl[	/n-p-l/	vb G prefc. 3 m. du.	to fall	
126534	l	l	l(III)	l (III)	functor	certainly, undoubtedly, yes	DULAT: 'yes, they prostrated themselves'.
126534	l	l	l(II)	l (II)	neg. adv.	no, not	Smith/UNP: 'they do not prostrate themselves'.
126535	tštḥwy	tštḥwy	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št prefc. 3 m. du.	to prostrate oneself	
126536	pḫr	pḫr	pḫr(I)/	pḫr (I)	n. m. sg. cstr. acc.	assembly	
126537	mˤd	mʿd	mˤd/	mʕd	n. m. sg. abs. gen.	convention	
126538	mqmm	mqmm	&mqm[/m	/q-m/	vb G act. ptcpl. m. du. abs. nom.	to stand up	DULAT (I:31): qmm aṯr amr 'standing up they transmitted'; initial m unexplained (dittography?).
126538	mqmm	mqmm	mqm/~m	mqm	n. m. sg. abs. + encl. -m	place	Alternative: noun mqm 'place'.
126539	aṯr	aṯr	(ʔ&aṯr[	/ʔ-ṯ-r/	vb G suffc. 3 m. du.	to go, follow	DULAT (s.v. /ʔ-ṯ-r/, I:31): 'standing up they transmitted (their) demand'.
