id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.75 1						
149845	k	+k	-k (I)			
149845	k	~k	-k (II)			
149845	k	k(III)	k (III)	Subordinating or completive functor	when	
149845	k	k(I)	k (I)	prep.	like	
149845	k	k(II)	k (II)	emph. functor	yes	
149846	ydm	yd(I)/m	yd (I)	n. f. pl. cstr. nom.	hand	
149847	ym	ym(I)/	ym (I)	n. m. sg. cstr. gen.	day	
149847	ym	ym(II)/	ym (II)	n. m. sg. cstr. gen.	sea	
# KTU 1.75 2						
149848	ydm	yd(I)/m	yd (I)	n. f. pl. cstr. gen.	hand	
149849	nhr	nhr/	nhr	DN m. sg. abs. gen.	Naharu/“River”/alternative DN of the god ym	
149849	nhr	nhr/	nhr	n. m. sg. abs. gen.	river	
# KTU 1.75 3						
149850	trġt	trġt	trġt	?		
# KTU 1.75 4						
149851	h	+h, +h=	-h (I)	suff. pn. morph.	his /her (hers) / its	DULAT: NOT FOUND
149851	h	~h	-h(II)	adv. functor	to, towards	DULAT: NOT FOUND
149852	aḫd	(ʔ&aḫd[	/ʔ-ḫ-d(/ḏ)/	vb G suffc. 3 m. sg.	to collect	
# KTU 1.75 5						
149853	ilnx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.75 6						
149854	xḫ	?	?	?	?	DULAT: NOT FOUND
# KTU 1.75 7						
149855	dt	d&t	d	det. or rel. functor	the one(s) of	
# KTU 1.75 8						
149856	ksḥṯ	?	?	?	?	DULAT: NOT FOUND
# KTU 1.75 9						
149857	mnty	mn(t(I)/t&y	mnt (I)	n. f. sg. cstr. nom.	portion	
# KTU 1.75 10						
149858	rb	rb(II)/	rb (II)	n. m. sg. cstr. gen.	chief	
149858	rb	rb/	rb(b)	n. m. sg. cstr. gen.	drizzle	
149859	spr	spr(II)/	spr (II)	n. m. sg. cstr. gen.	tablet / register	
149859	spr	spr(I)/	spr (I)	n. m. sg. cstr. gen.	scribe	
149860	ḫbb	ḫbb/	ḫbb	PN sg. cstr. gen.	ḫbb	
# KTU 1.75 11						
149861	ṯn	ṯn(III)/	ṯn (III)	n. m. sg. cstr. gen.	crimson (cloth, wool, purple)	
149862	dbḥm	dbḥ/m	dbḥ	n. m. pl. abs. gen.	sacrifice	
# KTU 1.75 12						
149863	x	?	?	?	?	
149864	ˤbdssm	ˤbdssm/	ʕbdssm	PN sg. abs. nom.	ʿbdssm	
