id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.31 1						
183218	mit	mi(t/t	mỉt	n. f. sg. cstr. nom.	a hundred	
183219	ksp	ksp/	ksp	n. m. sg. abs. gen.	2) shekel(s or other quantities) of silver	
183220		?	?	?	?	
183221	ˤm	ˤm(I)	ʕm (I)	prep.	3) commercial meaning	
# KTU 3.31 2						
183222	bn	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	
183223	rqdn	rqdn/	rqdn	PN sg. cstr. gen.	rqdn	
# KTU 3.31 3						
183224	ˤšrt	ˤšr(t(II)/t	ʕšrt (II)	n. f. sg. cstr. gen.	group of ten	
183225	ksp	ksp/	ksp	n. m. sg. abs. gen.	silver	
183226	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 4						
183227	śzn	z/+n	śz	PN sg. cstr. gen.	śz	
183228	ḫbty	ḫbty/	ḫbty	GN sg. abs. nom.	ḫbty	
# KTU 3.31 5						
183229	ˤšrm	ˤšrm/	ʕšrm	num.	twenty	
183230	ksp	ksp/	ksp	n. m. sg. abs. nom.	silver	
183231	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 6						
183232	špšn	špš/+n	špš	n. f. cstr. gen.	sun	
183233	uškny	uškny(I)/	ủškny (I)	GN sg. abs. nom.	ủškny (I)	
# KTU 3.31 7						
183234	ˤšrt	ˤšr(t(II)/t	ʕšrt (II)	n. f. sg. abs. nom.	group of ten	
183235	ksp	ksp/	ksp	n. m. sg. abs. nom.	silver	
183236	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 8						
183237	xxxn	?	?	?	?	DULAT: NOT FOUND
183238	bn	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
183239	drt	dr(t(I)/t	drt (I)	n. f. sg. cstr. gen.	bran	
# KTU 3.31 9						
183240	uškny	uškny(I)/	ủškny (I)	GN sg. abs. gen.	ủškny (I)	
