id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.42 1						
177824	l	l(I)	l (I)	prep.	to	
177825	mlk	mlk(I)/	mlk (I)	n. m. sg. cstr. gen.	king	
177826	bˤly	bˤl(II)/+y	bʕl (II)	n. m. cstr. gen.	lord	
# KTU 2.42 2						
177827	rgm	!!rgm[	/r-g-m/	vb G impv. 2	to say	
# KTU 2.42 3						
177828	tḥm	tḥm/	tḥm	n. m. sg. abs. nom.	message	
177829	rb	rb(II)/	rb (II)	n. m. sg. abs. nom.	chief	
177829	rb	rb(II)/	rb (II)	n. m. sg. cstr. nom.	chief	
177829	rb	rb(I)/	rb (I)	adj. m. sg. abs. nom.	great	
177829	rb	rb/	rb(b)	n. m. sg. abs. nom.	drizzle	
177830	mit	mi(t/t	mỉt	n. f. sg. cstr. nom.	a hundred	
177831	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. m. du. cstr. gen.	servant	
# KTU 2.42 4						
177832	l	l(I)	l (I)	prep.	to	
177833	pˤn	pˤn/	pʕn	n. f. cstr. gen.	at the feet of	
177834	bˤly	bˤl(II)/+y	bʕl (II)	n. m. cstr. gen.	lord	
177835	mrḥqtm	mrḥqt/~m	mrḥqt	n. f. sg. abs. nom.	distance	
# KTU 2.42 5						
177836	šbˤd	šbˤd	šbʕ(ỉ)d	adv.	seven times	
177837	w	w	w	conj.	and	
177838	šbˤd	šbˤd	šbʕ(ỉ)d	adv.	seven times	
177839	qlt	ql[t	/q-l/	vb G suffc. 1 c. sg.	to fall (down)	
# KTU 2.42 6						
177840	ankn	ank&n	ảnk	pers. pn.	1) i b) emph. subj. in VC	
177841	rgmt	rgm[t	/r-g-m/	vb G suffc. 1 c. sg.	to say, tell, announce, communicate, inform	
177842	l	l(I)	l (I)	prep.	to	
177843	bˤl	bˤl(II)/	bʕl (II)	DN pl. cstr. gen.	Baʿlu/Baal	
177844	ṣpn	ṣpn/	ṣpn	TN/DN sg. abs. gen.	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 2.42 7						
177845	l	l(I)	l (I)	prep.	to	
177846	špš	špš/	špš	n. f. sg. abs. gen.	3) “sun”	DULAT quote in špš (cue: sun)
177847	ˤlm	ˤlm(I)/	ʕlm (I)	n. m. sg. abs. nom.	eternity	
177848	l	l(I)	l (I)	prep.	to	
177849	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN sg. abs. gen.	ʿṯtrt (II)	
# KTU 2.42 8						
177850	l	l(I)	l (I)	prep.	to	
177851	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
177852	l	l(I)	l (I)	prep.	to	
177853	kl	kl/	kl	n. m. sg. cstr. gen.	1) totality (of) b) cstr. with n	
177854	il	il(I)/	ỉl (I)	n. m. sg. cstr. gen.	1) god d) gods of a place or region	DULAT quote in ỉl (I) (cue: gods)
177855	alṯy	alṯy/	ảlṯy(y)	GN sg. abs. gen.	ảlṯy(y)	
177856	šlm	šlm[	/š-l-m/	vb G suffc. 3 m. sg.	to be well, do well, be in peace	
177856	šlm	šlm(I)/	šlm (I)	n. m. sg. abs. nom.	peace	
# KTU 2.42 9						
177857	nmry	nmry	nmry		Nimmureya	
177858	mlk	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	1) king c) legendary heroes	
177859	ˤlm	ˤlm(I)/	ʕlm (I)	n. m. sg. abs. nom.	eternity	
# KTU 2.42 10						
177860	mlkn	mlk(I)&n/	mlk (I)	n. m. sg. cstr. nom.	1) king a) human sovereign in gen	
177861	bˤly	bˤl(II)/+y	bʕl (II)	n. m. cstr. gen.	lord	
177862	ḥwt	ḥw(t/t	ḥwt	n. f. sg. abs. nom.	1) country	
# KTU 2.42 11						
177863	yšiḫr	?	?	?	?	DULAT candidates (no reconstructable encoding): /ʔ-ḫ-r/ - to delay
177864	w	w	w	conj.	and	
177865	ˤm	ˤm(I)	ʕm (I)	prep.	to	
177866	bˤly	bˤl(II)/+y	bʕl (II)	n. m. cstr. gen.	lord	
# KTU 2.42 12						
177867	ˤšrid	ˤšrid	ʕšrỉd	adv.	ten times	DULAT quote in ʕšrỉd (cue: times)
177868	likt	l(ʔ&ik[t	/l-ʔ-k/	vb G suffc. 1 c. sg.	to send (a message)	
# KTU 2.42 13						
177869	w	w	w	conj.	and	
177870		?	?	?	?	
177871		?	?	?	?	
177872	bˤly	bˤl(II)/+y	bʕl (II)	n. m. cstr. nom.	lord	
177873	mn	mn(III)/	mn (III)	n. m. sg. abs. nom.	mina	
177873	mn	mn(IV)	mn (IV)	?	?	
# KTU 2.42 14						
177874	w	w	w	conj.	and	
177875	bˤl	bˤl(II)/	bʕl (II)	n. m. pl. cstr. nom.	Baʿlu/Baal	
177875	bˤl	bˤl(II)/	bʕl (II)	n. m. sg. abs. nom.	Baʿlu/Baal	
# KTU 2.42 15						
177876	ˤšrm	ˤšrm/	ʕšrm	num.	twenty	
# KTU 2.42 16						
177877	yšt	!y!št[	/š-t/	vb G prefc. 3 m. sg.	to place, set, set up, leave	
177877	yšt	!y!št[:pass	/š-t/	vb Gpass prefc. 3 m. sg.	to cause, leave (in a condition)	
177878	u	u	ủ	conj.	or	
# KTU 2.42 17						
177879	qrt	qr(t(I)/t	qrt (I)	n. f. sg. cstr. nom.	1) city	
177880	mlk	mlk(I)/	mlk (I)	n. m. sg. abs. gen.	2) qualifier in the genitive functioning as an adjective a) in gen.	
# KTU 2.42 18						
177881	w	w	w	conj.	and	
177882	ˤl	ˤl(I)	ʕl (I)	prep.	4) relationship of sequence	
177882	ˤl	ˤl(II)	ʕl (II)	adv.	above	
177882	ˤl	ˤl(III)/	ʕl (III)	n. m. sg. abs. nom.	offspring	
177882	ˤl	ˤl(III)/	ʕl (III)	n. m. sg. cstr. nom.	offspring	
177883	aḥ	?	?	?	?	DULAT: NOT FOUND
# KTU 2.42 19						
177884	bhm	b+hm	b	prep.	in	
177885	w	w	w	conj.	and	
177886	rgm	rgm/	rgm	n. m. sg. abs. nom.	word	
177887	hw	hw	hw	pers. pn.	he	
177888	al	al(I)	ảl (I)	neg. functor	no	
177888	al	al(II)	ảl (II)	pos. functor	surely	
