id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.24 1						
161794		?	?	?	?	
161795	unṯ	unṯ/	ủnṯ	n. m.	obligation	
161796		?	?	?	?	
# KTU 3.24 2						
161797		?	?	?	?	
161798	šrqt	?	?	?	?	DULAT: NOT FOUND
# KTU 3.24 3						
161799	ˤd	ˤd(III)/; ˤd(II)/	ʕd (III); ʕd (II)	n. m.; n. m.	throne; time	
161800	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
# KTU 3.24 4						
161801	šd	šd(I)/; šd(II)/; šdy[	šd (I); šd (II); /š-d-y/	n. m.; n. m.; vb	open field; a strip; to pour	
161802	admn	admn	ảdmn		red (soil)	
# KTU 3.24 5						
161803	aḥd	aḥd/; ḥdy[; aḥd(II)/	ảḥd; /ḥ-d-y/; ảḥd (II)	adj. num./adv. num.; vb; subst./adj.	one; to see; only one	
161804	ytn	!y!(ytn[	/y-t-n/	vb	to give	
161805	mlk	mlk[; mlk(II)/	/m-l-k/; mlk (II)	vb; n. m.	to reign; kingdom (power and territory)	
# KTU 3.24 6						
161806	x	?	?	?	?	
161807	x	?	?	?	?	
