id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.27 1						
161846	xn	?	?	?	?	DULAT: NOT FOUND
# KTU 3.27 2						
161847	bd	b	b	prep.	in	
# KTU 3.27 3						
161848	bd	b	b	prep.	in	
161849	br	br/; br(I)/; br[	br(r); br (I); /b-r(-r)/	n. m.; n. m.; vb	tin; Art Seeschiff; to be or remain pure	
# KTU 3.27 4						
161850	ky	k(III); k(II); k(IV)	k (III); k (II); k (IV)	Subordinating or completive functor; emph. functor; adv.	when; yes; thus	
161851	bd	b	b	prep.	in	
# KTU 3.27 5						
161852	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
# KTU 3.27 6						
161853		?	?	?	?	
161854	ubdy	ubdy/	ủbdy	n. m.	land	
# KTU 3.27 7						
161855		?	?	?	?	
161856	mxx	?	?	?	?	DULAT: NOT FOUND
