id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.3 1						
156304	xxxxxxxx	?	?	?	?	
# KTU 2.3 2						
156305	xxxxxxxty	?	?	?	?	DULAT: NOT FOUND
156306	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
# KTU 2.3 3						
156307	xxxxxxtm	?	?	?	?	DULAT: NOT FOUND
156308	w	w	w	conj.	and	
156309	š	š/	š	n. m.	ram	
# KTU 2.3 4						
156310	xxx	?	?	?	?	
156311	w	w	w	conj.	and	
156312	kl	kl/	kl	n. m.	totality (of)	
156313	hw	hw/	hw	pers. pn.	he	
# KTU 2.3 5						
156314	w	w	w	conj.	and	
156315	ht	ht	ht	adv.	here	
156316	brt	br[;br(t/t	/b-r(-r)/; brt	vb; n. f.	to be or remain pure; forecast	
156317	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156318	bˤl	bˤl(II)/; bˤl(I)/; bˤl[	bʕl (II); bʕl (I); /b-ʕ-l/	n. m./DN; n. m.; vb	Baʿlu/Baal; labourer; to make	
# KTU 2.3 6						
156319	ušxšir	?	?	?	?	DULAT: NOT FOUND
156320	k	+k; ~k; k(III); k(I); k(II)	-k (I); -k (II); k (III); k (I); k (II)	;;Subordinating or completive functor; prep.; emph. functor	when; like; yes	
156321	uš	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 7						
156322	b	b	b	prep.	in	
156323	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
156324	w	w	w	conj.	and	
156325	ht	ht	ht	adv.	here	
156326	a	?	?	?	?	
# KTU 2.3 8						
156327	w	w	w	conj.	and	
156328	hm	hm(II)	hm (II)	conj./interr. functor	if	
156329	at	at(I)/	ảt (I)	pers. pn.	you	
156330	trgm	!t!rgm[	/r-g-m/	vb	to say	
# KTU 2.3 9						
156331	w	w	w	conj.	and	
156332	sip	sip	sỉp	?	?	
156333	db	db/	db	n. m.	threshold	
156334	hwt	hw(t(I)/t;hw(t(I)/t	hwt (I); hwt (I)	n. f.; n. f.	word/matter; word/matter	
# KTU 2.3 10						
156335	w	w	w	conj.	and	
156336	ank	ank/	ảnk	pers. pn.	I	
156337	ušbt	?	?	?	?	DULAT: NOT FOUND
156338		?	?	?	?	
# KTU 2.3 11						
156339	ank	ank/	ảnk	pers. pn.	I	
156340	nˤkn	nˤkn	nʕkn	?		
# KTU 2.3 12						
156341	kst	kst/	kst	n. f.	Gewand	
156342	lxk	?	?	?	?	DULAT: NOT FOUND
156343	x	?	?	?	?	
# KTU 2.3 13						
156344	w	w	w	conj.	and	
156345	hw	hw/	hw	pers. pn.	he	
156346	uy	u	ủ	conj.	or	
156347	ˤn	ˤn(I)/; ˤn[; ˤn(II)/	ʕn (I); /ʕ-n/; ʕn (II)	n. f.; vb; n. f.	eye; to see; furrow	
# KTU 2.3 14						
156348	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156349	ytn	!y!(ytn[	/y-t-n/	vb	to give	
156350	w	w	w	conj.	and	
156351	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 2.3 15						
156352	wy	w+y(I); w+y(II)	w, -y (I); w, -y (II)	conj., prep.; conj., postp. functor	and, my; and, yes	
156353	rdnn	yrd[+nn; rdn/+n(I); rdn/+n(II)	/y-r-d/, -nn; rdn, -n (I); rdn, -n (II)	vb, →; PN or DN, morph.; PN or DN, pers. pn./morph./vb	to go down, ; to rule, Sun; to rule, me	
156354	an	an(I)/; an(II)	ản (I); ản (II)	pers. pn.; adv.	I; wherever	
# KTU 2.3 16						
156355	w	w	w	conj.	and	
156356	ht	ht	ht	adv.	here	
156357	ank	ank/	ảnk	pers. pn.	I	
156358	lkm	l(I)+km	l (I)	prep.	to	
# KTU 2.3 17						
156359	ly	l(I)+y	l (I)	prep.	to	
156360	ank	ank/	ảnk	pers. pn.	I	
156361	ašṣuk	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 18						
156362	w	w	w	conj.	and	
156363	hm	hm(II)	hm (II)	conj./interr. functor	if	
156364	at	at(I)/	ảt (I)	pers. pn.	you	
156365	trgm	!t!rgm[	/r-g-m/	vb	to say	
# KTU 2.3 19						
156366	p	p(I); p(III)/; p(II)	p (I); p (III); p (II)	conj. functor; n. m.; adv.	and; mouth; here	
156367	adrm	adr(III)/m; adr(IV)/m	ảdr (III); ảdr (IV)	n. m.; n. m.	poplar; fibula	
156368	ḏrm	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 20						
156369	w	w	w	conj.	and	
156370	ap	ap(I); ap(II)/	ảp (I); ảp (II)	adv./conj.; n. m.	also; nose	
156371	ht	ht	ht	adv.	here	
156372	k	+k; ~k; k(III); k(I); k(II)	-k (I); -k (II); k (III); k (I); k (II)	;;Subordinating or completive functor; prep.; emph. functor	when; like; yes	
156373	škn	škn[	/š-k-n/	vb	to be placed	
# KTU 2.3 21						
156374	w	w	w	conj.	and	
156375	mṯnnx	?	?	?	?	DULAT: NOT FOUND
156376	ˤmnk	ˤm(I)+k(I)	ʕm (I), -k (I)	prep., pers. pn./morph.	to, your(s)	
# KTU 2.3 22						
156377	ištš	ištš	ỉštš	?	?	
156378	prgmy	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 23						
156379	mad	mʔd[	/m-ʔ-d/	vb	to be immense	
156380	rxpġt	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 24						
156381	xxxxxxt	?	?	?	?	DULAT: NOT FOUND
156382	ydˤt	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
# KTU 2.3 25						
156383	xxxxxx	?	?	?	?	
156384	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 2.3 26						
156385	xxxxxxx	?	?	?	?	
156386	kl	kl/	kl	n. m.	totality (of)	
156387	lh	l(I)+h	l (I)	prep.	to	
# KTU 2.3 27						
156388	xxxxxxly	?	?	?	?	DULAT: NOT FOUND
# KTU 2.3 28						
156389	xxxxxxx	?	?	?	?	
# KTU 2.3 29						
156390	xxxxxxxxr	?	?	?	?	DULAT: NOT FOUND
