id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.62 1						
149349	h	+h, +h=; ~h	-h (I); -h(II)	suff. pn. morph.; adv. functor	his /her (hers) / its; to, towards	
149350	yb	?	?	?	?	DULAT: NOT FOUND
# KTU 1.62 2						
149351	n	~n; [n, [n=; +n, +n=;	-n (I); -n (II); -n (III); -n (IV)	encl. morph.; suffixed pn. morph. used with vb; suff. pn. morph. 1.p.pl.; contracted suff. pn. morph. used with a vb	; me/to me; our/us; him/her/it	
149352	irš	ʔrš[	/ʔ-r-š/	vb	to request	
# KTU 1.62 3						
149353	amr	amr(I)/	ảmr (I)	n. m.	order	
149354	ph	p(III)/+h	p (III)	n. m.	mouth	
# KTU 1.62 4						
149355	mm	mm(I)/	mm (I)	n. m.	winter	
149356	hlkt	hlk[	/h-l-k/	vb	to go	
# KTU 1.62 5						
149357	b	b	b	prep.	in	
149358	qrb	qrb[; qrb/	/q-r-b/; qrb	vb; n. m.	to approach; inside	
149359	ˤr	ˤr(I)/; ˤr(II)/	ʕr (I); ʕr (II)	n. f.; n. m.	city; donkey	
# KTU 1.62 6						
149360	mlakm	mlak/m	mlảk	n. m.	messenger	
149361	lh	l(I)+h	l (I)	prep.	to	
# KTU 1.62 7						
149362	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
149363	bn	bn(I)/	bn (I)	n. m.	son	
149364	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.62 8						
149365	n	~n; [n, [n=; +n, +n=;	-n (I); -n (II); -n (III); -n (IV)	encl. morph.; suffixed pn. morph. used with vb; suff. pn. morph. 1.p.pl.; contracted suff. pn. morph. used with a vb	; me/to me; our/us; him/her/it	
149366	ˤdh	ˤd(III)/+h	ʕd (III)	n. m.	throne	
# KTU 1.62 9						
149367	srh	?	?	?	?	DULAT: NOT FOUND
# KTU 1.62 10						
149368	y	+y, [y; ~y; y	-y (I); -y (II); y	prep. functor	my; indeed; oh!	
149369	špš	špš/	špš	n.	sun	
# KTU 1.62 11						
149370		?	?	?	?	
# KTU 1.62 12						
149371	h	+h, +h=; ~h	-h (I); -h(II)	suff. pn. morph.; adv. functor	his /her (hers) / its; to, towards	
# KTU 1.62 13						
149372		?	?	?	?	
# KTU 1.62 14						
149373		?	?	?	?	
# KTU 1.62 15						
149374	wy	w+y(I); w+y(II)	w, -y (I); w, -y (II)	conj., prep.; conj., postp. functor	and, my; and, yes	
# KTU 1.62 16						
149375		?	?	?	?	
# KTU 1.62 17						
149376		?	?	?	?	
# KTU 1.62 18						
149377	š	š/	š	n. m.	ram	
# KTU 1.62 19						
149378		?	?	?	?	
# KTU 1.62 20						
149379		?	?	?	?	
# KTU 1.62 21						
149380		?	?	?	?	
# KTU 1.62 22						
149381	h	+h, +h=; ~h	-h (I); -h(II)	suff. pn. morph.; adv. functor	his /her (hers) / its; to, towards	
# KTU 1.62 23						
149382	hṯh	?	?	?	?	DULAT: NOT FOUND
# KTU 1.62 24						
149383	h	+h, +h=; ~h	-h (I); -h(II)	suff. pn. morph.; adv. functor	his /her (hers) / its; to, towards	
