id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.100 1						
151708	um	um/	ủm	n. f.	mother	
151709	pḥl	pḥl/	pḥl	n. m.	ass	
151710	pḥlt	pḥl/;pḥl(t/t	pḥl; pḥlt	n. m.; n. f.	ass; mare	
151711	bt	bt(II)/;b(t(I)/t	bt (II); bt (I)	n. m.; n. f.	house; daughter	
151712	ˤn	ˤn(I)/; ˤn[; ˤn(II)/	ʕn (I); /ʕ-n/; ʕn (II)	n. f.; vb; n. f.	eye; to see; furrow	
151713	bt	bt(II)/;b(t(I)/t	bt (II); bt (I)	n. m.; n. f.	house; daughter	
151714	abn	ab/+n; abn/; !a!bn[	ảb; ảbn; /b-n/	n. m.; n. f.; vb	father; stone; to understand	
151715	bt	bt(II)/;b(t(I)/t	bt (II); bt (I)	n. m.; n. f.	house; daughter	
151716	šmm	šm(I)/m	šmm (I)	n. m.	heavens	
151717	w	w	w	conj.	and	
151718	thm	thm/	thm	n. m.	ocean	
# KTU 1.100 2						
151719	qrit	qrʔ[	/q-r-ʔ/	vb	to call	
151720	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
151721	špš	špš/	špš	n.	sun	
151722	umh	um/	ủm	n. f.	mother	
151723	špš	špš/	špš	n.	sun	
151724	um	um/	ủm	n. f.	mother	
151725	ql	ql[; ql(I)/	/q-l/; ql (I)	vb; n. m.	to fall (down); voice	
151726	bl	bl(I); bl(II); bl(III)/	bl (I); bl (II); bl (III)	adv. or emph. functor; prep.; n. m.	no; without; blended beer	
151727	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 1.100 3						
151728	il	il(I)/	ỉl (I)	n. m.	god	
151729	mbk	mbk/	mbk	n. m.	source	
151730	nhrm	nhr/+m(I); nhr/+m(II)	nhr, -m (I); nhr, -m (II)	n. m., morph.; n. m., emph. or det. encl. morph.	river, ; river, und das (ist) so!	
151731	b	b	b	prep.	in	
151732	ˤdt	ˤd(t(I)/t;ˤd(t(II)/t	ʕdt (I); ʕdt (II)	n. f.; n. f.	assembly; date	
151733	thmtm	thm(t/tm	thmt	n. f.	Primordial Ocean	
