id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.67 1						
158776	tḥm	tḥm/	tḥm	n. m.	message	
158777	uṯryn	uṯryn/	ủṯryn	n. m.	crown prince	
# KTU 2.67 2						
158778	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
158779	grgš	?	?	?	?	DULAT: NOT FOUND
158780	ˤbdy	ˤbdy/	ʕbdy	PN	ʿbdy	
158781	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 2.67 3						
158782	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
158783	lk	l(I)+k	l (I)	prep.	to	
# KTU 2.67 4						
158784	hlny	hlny	hlny	deictic adv. functor	behold	
158785	aḫy	aḫ(I)/+y	ảḫ (I)	n. m.	brother (by blood)	
# KTU 2.67 5						
158786	xxx	?	?	?	?	
