id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.83 1						
150271	xxx	?	?	?	?	
150272	xxr	?	?	?	?	DULAT: NOT FOUND
150273	xxx	?	?	?	?	
# KTU 1.83 2						
150274	xxxxil	?	?	?	?	DULAT: NOT FOUND
# KTU 1.83 3						
150275	tṣun	yṣʔ[+n(I); yṣʔ[+n(II); yṣʔ[+n(III)	/y-ṣ-ʔ/, -n (I); /y-ṣ-ʔ/, -n (II); /y-ṣ-ʔ/, -n (III)	vb, morph.; vb, pers. pn./morph./vb; vb, pers. pn./morph.	to go out, Sun; to go out, me; to go out, our	
150276	b	b	b	prep.	in	
150277	arṣ	arṣ/	ảrṣ	n. f.	earth	
# KTU 1.83 4						
150278	mḫnm	mḫn/+nm	mḫn	n. m.	?	
150279	ṯrp	ṯrp[	/ṯ-r-p/	vb	to spur on (an animal)	
150280	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
# KTU 1.83 5						
150281	lšnm	lšn/m	lšn	n. f.	tongue	
150282	tlhk	?	?	?	?	DULAT: NOT FOUND
# KTU 1.83 6						
150283	šmm	šm(I)/m	šmm (I)	n. m.	heavens	
150284	tṯrp	!t!ṯrp[	/ṯ-r-p/	vb	to spur on (an animal)	
# KTU 1.83 7						
150285	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
150286	ḏnbtm	ḏnb/	ḏnb(t)	n. m.	tail	
# KTU 1.83 8						
150287	tan	tan/	tản	PN	tản	
150288	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150289	šbm	šb/m; šbm/	šb; šbm	n. m.; n. m.	old man; muzzle	
# KTU 1.83 9						
150290	tšt	!t!št[; šty[	/š-t/; /š-t-y/	vb; vb	to place; to drink	
150291	trks	!t!rks[	/r-k-s/	vb	to gird	
# KTU 1.83 10						
150292	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150293	mrym	mrym/	mrym	n. m.	height	
150294	lbnt	lbn/t=	lbnt	n. f.	brick	
# KTU 1.83 11						
150295	pl	pl[	/p-l(-l)/	vb	to be cracked	
150296	tbˤn	!t!bˤ[+n(I); !t!bˤ[+n(II); !t!bˤ[+n(III)	/t-b-ʕ/, -n (I); /t-b-ʕ/, -n (II); /t-b-ʕ/, -n (III)	vb, morph.; vb, pers. pn./morph./vb; vb, pers. pn./morph.	to go, Sun; to go, me; to go, our	
150297	yymm	?	?	?	?	DULAT: NOT FOUND
# KTU 1.83 12						
150298	hmlt	hml/t=	hmlt	n. f.	multitude	
150299	ḫt	ḫt[	/ḫ-t(-t)/	vb	to break	
150300	ynhr	?	?	?	?	DULAT: NOT FOUND
# KTU 1.83 13						
150301	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150302	tph	phy[	/p-h-y/	vb	to see	
150303	mk	mk(II); mk(I)/	mk (II); mk (I)	deictic functor; n. m.	behold!; large puddle	
# KTU 1.83 14						
150304	tḥm	tḥm/	tḥm	n. m.	message	
150305	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 1.83 15						
150306	mt	mt(II)/; mt[; mt(I)/	mt (II); /m-t/; mt (I)	n. m.; vb; n. m.	death; to die; dead person	
# KTU 1.83 16						
150307		?	?	?	?	
# KTU 1.83 17						
150308	š	š/	š	n. m.	ram	
