id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.130 1						
154562	x	?	?	?	?	
# KTU 1.130 2						
154563	lš	?	?	?	?	DULAT: NOT FOUND
154564	x	?	?	?	?	
# KTU 1.130 3						
154565	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154566	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
154567	š	š/	š	n. m.	ram	
# KTU 1.130 4						
154568	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154569	dgn	dgn(I)/	dgn (I)	n. m.	grain	
154570	š	š/	š	n. m.	ram	
# KTU 1.130 5						
154571	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154572	ˤntṣpn	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 6						
154573	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
154574	wš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 7						
154575	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154576	pdry	pdr(I)/+y(I); pdr(I)/+y(II)	pdr (I), -y (I); pdr (I), -y (II)	n. m., prep.; n. m., postp. functor	town, my; town, yes	
# KTU 1.130 8						
154577	w	w	w	conj.	and	
154578	šlmm	šlm(II)/~m; šlm(II)/m	šlm (II); šlm (II)	n. m.; n. m.	communion victim / sacrifice; communion victim / sacrifice	
# KTU 1.130 9						
154579	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154580	ilibš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 10						
154581	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154582	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
154583	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
154584	š	š/	š	n. m.	ram	
# KTU 1.130 11						
154585	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154586	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
154587	ḫlbš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 12						
154588	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154589	yrḫ	yrḫ/	yrḫ	n. m.	moon	
154590	š	š/	š	n. m.	ram	
# KTU 1.130 13						
154591	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154592	ˤnt	ˤn(I)/t=;ˤn(t(I)/t;ˤnt(II)	ʕn (I); ʕnt (I); ʕnt (II)	n. f.; DN; adv.	eye; ʿAnatu/Anat; now	
154593	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.130 14						
154594	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
154595	wš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 15						
154596	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154597	pdryš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 16						
154598	b	b	b	prep.	in	
154599	ymmlatalpm	?	?	?	?	DULAT: NOT FOUND
154600	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
# KTU 1.130 17						
154601	nbšt	nbš/t=	nbšt	n. f.	living being(s)	
154602	yrḫ	yrḫ/	yrḫ	n. m.	moon	
154603	lbˤl	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 18						
154604	dqtm	dq(t(I)/tm	dqt (I)	adj. f. or n. f.	small	
154605	w	w	w	conj.	and	
154606	šynt	?	?	?	?	DULAT: NOT FOUND
154607	qrt	qr(t(I)/t	qrt (I)	n. f.	city	
# KTU 1.130 19						
154608	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154609	ṯˤ	ṯˤ(II)/; ṯˤ(I)/	ṯʕ (II); ṯʕ (I)	n. m.; n. m.	Hero; offering	
154610	mtntm	mtn(t/tm	mtnt	n. f.	loin	
154611	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154612	ṯˤ	ṯˤ(II)/; ṯˤ(I)/	ṯʕ (II); ṯʕ (I)	n. m.; n. m.	Hero; offering	
# KTU 1.130 20						
154613	w	w	w	conj.	and	
154614	kbdm	kbd(I)/	kbd (I)	n.	liver	
154615	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154616	kṯrt	kṯrt/	kṯrt	DN	Swallows	
# KTU 1.130 21						
154617	rmš	rmš/	rmš	DN	rmš	
154618	š	š/	š	n. m.	ram	
154619	w	w	w	conj.	and	
154620	ššlm	ššl/+m(I); ššl/+m(II)	ššl, -m (I); ššl, -m (II)	PN, morph.; PN, emph. or det. encl. morph.	ššl, ; ššl, und das (ist) so!	
# KTU 1.130 22						
154621	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154622	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
154623	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
154624	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
154625	wš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 23						
154626	šrp	šrp/	šrp	n. m.	burnt sacrifice	
154627	ˤṣr	ˤṣr(I)/	ʕṣr (I)	n. f.	bird	
154628	lṣpn	?	?	?	?	DULAT: NOT FOUND
# KTU 1.130 24						
154629	w	w	w	conj.	and	
154630	šlmm	šlm(II)/~m; šlm(II)/m	šlm (II); šlm (II)	n. m.; n. m.	communion victim / sacrifice; communion victim / sacrifice	
154631	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154632	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
154633	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
# KTU 1.130 25						
154634	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
154635	w	w	w	conj.	and	
154636	š	š/	š	n. m.	ram	
154637	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154638	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.130 26						
154639	bt	bt(II)/;b(t(I)/t	bt (II); bt (I)	n. m.; n. f.	house; daughter	
154640	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
154641	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
154642	kbdm	kbd(I)/	kbd (I)	n.	liver	
# KTU 1.130 27						
154643	npš	npš(I)/	npš (I)	n. f.	throat	
154644	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
154645	gdlt	gdl(I)/t=	gdlt (I)	n. f.	head of cattle	
# KTU 1.130 28						
154646	t	/t, /t=;[t, [t=, [t==, [t===	;	;	;	
# KTU 1.130 29						
154647	wl	?	?	?	?	DULAT: NOT FOUND
154648	ddmš	ddmš/	ddmš	DN	ddmš	
154649	š	š/	š	n. m.	ram	
