id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.43 1						
158206	x	?	?	?	?	
# KTU 2.43 2						
158207	mḫ	mḫ[; mḫ/	/m-ḫ/; mḫ	vb; n. m.	to feel exuberant; marrow	
# KTU 2.43 3						
158208	xr	?	?	?	?	DULAT: NOT FOUND
158209	tbˤ	tbˤ[	/t-b-ʕ/	vb	to go	
# KTU 2.43 4						
158210	mlk	mlk[; mlk(II)/	/m-l-k/; mlk (II)	vb; n. m.	to reign; kingdom (power and territory)	
158211	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 2.43 5						
158212	ykn	!y!kn[	/k-n/	vb	to be (stable)	
# KTU 2.43 6						
158213	x	?	?	?	?	
