id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.16 1						
156768	tḥm	tḥm/	tḥm	n. m.	message	
156769	tlmyn	tlmyn/	tlmyn	PN	tlmyn	
# KTU 2.16 2						
156770	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156771	ṯryl	ṯryl/	ṯryl	PN	ṯryl	
156772	umy	um/	ủm	n. f.	mother	
# KTU 2.16 3						
156773	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
# KTU 2.16 4						
156774	yšlm	!y!šlm[	/š-l-m/	vb	to be well	
156775	lk	l(I)+k	l (I)	prep.	to	
156776	ily	il(I)/	ỉl (I)	n. m.	god	
# KTU 2.16 5						
156777	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
156778	tġrk	!t!nġr[	/n-ġ-r/	vb	to protect	
# KTU 2.16 6						
156779	tšlmk	!t!šlm[	/š-l-m/	vb	to be well	
156780	umy	um/	ủm	n. f.	mother	
# KTU 2.16 7						
156781	tdˤ	ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
156782	ky	k(III); k(II); k(IV)	k (III); k (II); k (IV)	Subordinating or completive functor; emph. functor; adv.	when; yes; thus	
156783	ˤrbt	ˤrb(I)[	/ʕ-r-b/ (I)	vb	to enter	
# KTU 2.16 8						
156784	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156785	pn	pnm/; pn	pnm; pn	n. m.; functor	face; lest	
156786	špš	špš/	špš	n.	sun	
# KTU 2.16 9						
156787	w	w	w	conj.	and	
156788	pn	pnm/; pn	pnm; pn	n. m.; functor	face; lest	
156789	špš	špš/	špš	n.	sun	
156790	nr	nr/; nr[	nr; /n-r/	n. m.; vb	sheen; to shine	
# KTU 2.16 10						
156791	by	b	b	prep.	in	
156792	mid	mi/	mỉ/ủd	n. m.	abundance	
156793	w	w	w	conj.	and	
156794	um	um/	ủm	n. f.	mother	
# KTU 2.16 11						
156795	tšmḫ	!t!šmḫ[	/š-m-ḫ/	vb	to be glad	
156796	mab	mab	mảb	→		
# KTU 2.16 12						
156797	w	w	w	conj.	and	
156798	al	al(I); al(II)	ảl (I); ảl (II)	neg. functor; pos. functor	no; surely	
156799	twḥln	!t!y[	/y/w-ḥ-l/	vb	to be worried	
# KTU 2.16 13						
156800	ˤtn	ˤtn	ʕtn	→		
156801	ḫrd	ḫrd/	ḫrd	n. m.	(royal) guard	
156802	ank	ank/	ảnk	pers. pn.	I	
# KTU 2.16 14						
156803	ˤmny	ˤm(I)+ny; ˤm(I)+y(I); ˤm(I)+y(II)	ʕm (I), -ny; ʕm (I), -y (I); ʕm (I), -y (II)	prep., suff. pn. morph.; prep., prep.; prep., postp. functor	to, our; to, my; to, yes	
156804	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
# KTU 2.16 15						
156805	kll	kll/	kll	n. m.	totality	
# KTU 2.16 16						
156806	w	w	w	conj.	and	
156807	mnm	mnm/	mnm	indef. pn.	any(thing)	
# KTU 2.16 17						
156808	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
156809	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 2.16 18						
156810	umy	um/	ủm	n. f.	mother	
# KTU 2.16 19						
156811	ˤmy	ˤm(I)+y	ʕm (I)	prep.	to	
156812	tṯṯb	!t!]š]ṯb[	/ṯ-b/	vb	to return	
# KTU 2.16 20						
156813	rgm	rgm[; rgm/	/r-g-m/; rgm	vb; n. m.	to say; word	
