id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.136 1						
154806	xn	?	?	?	?	DULAT: NOT FOUND
154807	ipd	ipd/	ỉpd	n. m.	tunic	
# KTU 1.136 2						
154808	ipd	ipd/	ỉpd	n. m.	tunic	
154809	gk	ṯigt/+k(I)	ṯỉgt, -k (I)	n. f., pers. pn./morph.	neighing, your(s)	
# KTU 1.136 3						
154810	w	w	w	conj.	and	
154811	lṯġr	?	?	?	?	DULAT: NOT FOUND
154812	n	~n; [n, [n=; +n, +n=;	-n (I); -n (II); -n (III); -n (IV)	encl. morph.; suffixed pn. morph. used with vb; suff. pn. morph. 1.p.pl.; contracted suff. pn. morph. used with a vb	; me/to me; our/us; him/her/it	
# KTU 1.136 4						
154813	w	w	w	conj.	and	
154814	dbḥ	dbḥ/; dbḥ[	dbḥ; /d-b-ḥ/	n. m.; vb	sacrifice; to sacrifice	
154815	x	?	?	?	?	
# KTU 1.136 5						
154816	w	w	w	conj.	and	
154817	dbḥ	dbḥ/; dbḥ[	dbḥ; /d-b-ḥ/	n. m.; vb	sacrifice; to sacrifice	
154818	x	?	?	?	?	
# KTU 1.136 6						
154819	w	w	w	conj.	and	
154820	dq	dq(I)/	dq (I)	adj. m.	tiny	
# KTU 1.136 7						
154821	w	w	w	conj.	and	
# KTU 1.136 8						
154822	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154823	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
154824	wḫss	?	?	?	?	DULAT: NOT FOUND
# KTU 1.136 9						
154825	b	b	b	prep.	in	
154826	kdm	kd(I)/m	kd (I)	n. f.	jar	
154827	ḥx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.136 10						
154828	b	b	b	prep.	in	
154829	ipdm	ipd/	ỉpd	n. m.	tunic	
154830	px	?	?	?	?	DULAT: NOT FOUND
# KTU 1.136 11						
154831	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
154832	ilz	ilz	ỉlz	?	?	
154833	ṣt	ṣt/	ṣt	n.	garment	
# KTU 1.136 12						
154834	ˤṣrm	ˤṣr(I)/+m(I); ˤṣr(I)/+m(II)	ʕṣr (I), -m (I); ʕṣr (I), -m (II)	n. f., morph.; n. f., emph. or det. encl. morph.	bird, ; bird, und das (ist) so!	
154835	š	š/	š	n. m.	ram	
# KTU 1.136 13						
154836	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
154837	kmm	kmm	kmm	adv.	ditto	
