id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.113 1						
160733	x	?	?	?	?	
160734	lh	l(I)+h	l (I)	prep.	to	
# KTU 2.113 2						
160735	nyk	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 3						
160736	xyh	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 4						
160737	ty	ˤl(I)+y(I); ˤl(I)+y(II); aḫt(I)/+y(I)	ʕl (I), -y (I); ʕl (I), -y (II); ảḫt (I), -y (I)	prep., prep.; prep., postp. functor; n. f., prep.	upon, my; upon, yes; sister (related by blood), my	
# KTU 2.113 5						
160738	xrt	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 6						
160739	xlḥt	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 7						
160740	xbˤly	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 8						
160741	xth	?	?	?	?	DULAT: NOT FOUND
# KTU 2.113 9						
160742	xx	?	?	?	?	
160743	hnd	hnd/	hnd	dem. adj./pn.	this	
# KTU 2.113 10						
160744	x	?	?	?	?	
# KTU 2.113 11						
160745	x	?	?	?	?	
# KTU 2.113 12						
160746	xy	?	?	?	?	DULAT: NOT FOUND
