id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.109 1						
153351	b	b	b	prep.	in	
153352	arbˤt	arbˤ/	ảrbʕ	num.	four	
153353	ˤšrt	ˤšr(t(II)/t	ʕšrt (II)	n. f.	group of ten	
# KTU 1.109 2						
153354	yrtḥṣ	r]t]ḥṣ[	/r-ḥ-ṣ/	vb	to wash	
153355	mlk	mlk[; mlk(II)/	/m-l-k/; mlk (II)	vb; n. m.	to reign; kingdom (power and territory)	
153356	brr	br/; brr/	br(r); brr	n. m.; adj. m.	tin; pure	
# KTU 1.109 3						
153357	b	b	b	prep.	in	
153358	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
153359	mlat	mlʔ[; mla/t=	/m-l-ʔ/; mlảt	vb; n. f.	to be full; fullness	
# KTU 1.109 4						
153360	tqln	!t!ql[	/q-l/	vb	to fall (down)	
153361	alpm	alp(I)/m; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
# KTU 1.109 5						
153362	yrḫ	yrḫ/	yrḫ	n. m.	moon	
153363	ˤšrt	ˤšr(t(II)/t	ʕšrt (II)	n. f.	group of ten	
153364	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
153365	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
153366	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.109 6						
153367	dqtm	dq(t(I)/tm	dqt (I)	adj. f. or n. f.	small	
153368	w	w	w	conj.	and	
153369	ynt	yn(t/t	ynt	n. f.	dove	
153370	qrt	qr(t(I)/t	qrt (I)	n. f.	city	
# KTU 1.109 7						
153371	w	w	w	conj.	and	
153372	mtntm	mtn(t/tm	mtnt	n. f.	loin	
153373	kš	kš/	kš	n. m.	date	
153374	lrmš	?	?	?	?	DULAT: NOT FOUND
# KTU 1.109 8						
153375	w	w	w	conj.	and	
153376	kbd	kbd(II)/; kbd(I)/; kbd[	kbd (II); kbd (I); /k-b-d/	n. m.; n.; vb	total (quantity or price); liver; to honour	
153377	w	w	w	conj.	and	
153378	š	š/	š	n. m.	ram	
153379	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
153380	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
153381	kbd	kbd(II)/; kbd(I)/; kbd[	kbd (II); kbd (I); /k-b-d/	n. m.; n.; vb	total (quantity or price); liver; to honour	
# KTU 1.109 9						
153382	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
153383	w	w	w	conj.	and	
153384	š	š/	š	n. m.	ram	
153385	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
153386	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
153387	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
# KTU 1.109 10						
153388	dqt	dqt(I)/	dqt (I)	adj. f. or n. f.	small	
153389	lṣpn	?	?	?	?	DULAT: NOT FOUND
153390	šrp	šrp/	šrp	n. m.	burnt sacrifice	
153391	w	w	w	conj.	and	
153392	šlmm	šlm(II)/~m; šlm(II)/m	šlm (II); šlm (II)	n. m.; n. m.	communion victim / sacrifice; communion victim / sacrifice	
# KTU 1.109 11						
153393	kmm	kmm	kmm	adv.	ditto	
153394	w	w	w	conj.	and	
153395	bbt	bbt(II)/; bbt(I)/	bbt (II); bbt (I)	DN; TN	superintendent; bbt (I)	
153396	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
153397	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
# KTU 1.109 12						
153398	kkdm	?	?	?	?	DULAT: NOT FOUND
153399	w	w	w	conj.	and	
153400	npš	npš(I)/	npš (I)	n. f.	throat	
153401	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.109 13						
153402	gdlt	gdl(I)/t=	gdlt (I)	n. f.	head of cattle	
153403	il	il(I)/	ỉl (I)	n. m.	god	
153404	š	š/	š	n. m.	ram	
153405	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
153406	š	š/	š	n. m.	ram	
153407	ˤnt	ˤn(I)/t=;ˤn(t(I)/t;ˤnt(II)	ʕn (I); ʕnt (I); ʕnt (II)	n. f.; DN; adv.	eye; ʿAnatu/Anat; now	
# KTU 1.109 14						
153408	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
153409	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
153410	w	w	w	conj.	and	
153411	š	š/	š	n. m.	ram	
153412	pdry	pdr(I)/+y(I); pdr(I)/+y(II)	pdr (I), -y (I); pdr (I), -y (II)	n. m., prep.; n. m., postp. functor	town, my; town, yes	
153413	š	š/	š	n. m.	ram	
# KTU 1.109 15						
153414	šrp	šrp/	šrp	n. m.	burnt sacrifice	
153415	w	w	w	conj.	and	
153416	šlmm	šlm(II)/~m; šlm(II)/m	šlm (II); šlm (II)	n. m.; n. m.	communion victim / sacrifice; communion victim / sacrifice	
