id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.63 1						
149384	ˤ	?	?	?	?	
# KTU 1.63 2						
149385	idk	idk	ỉdk	narrative adv. functor	then	
# KTU 1.63 3						
149386	xty	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 4						
149387	hr	hr(II)/	hr (II)	n. m.	conception	
# KTU 1.63 5						
149388	ḫdn	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 6						
149389	bšry	bšr/+y(I); bšr/+y(II); bšr[+y(I)	bšr, -y (I); bšr, -y (II); /b-š-r/, -y (I)	n. m., prep.; n. m., postp. functor; vb, prep.	flesh, my; flesh, yes; to impart (good) news, my	
# KTU 1.63 7						
149390	kb	kb/; kb(I)/; kb(II)/	kb; kb (I); kb (II)	PN; adj.; n.	kb; sewn; intestine(s)	
# KTU 1.63 8						
149391	xah	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 9						
149392	bd	b	b	prep.	in	
# KTU 1.63 10						
149393	x	?	?	?	?	
149394	umtn	um(t/t	umt	n. f.	family	
# KTU 1.63 11						
149395	yh	!y!(yh[	/y-h(-y)/	vb	to wane	
149396	w	w	w	conj.	and	
149397	nl	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 12						
149398		?	?	?	?	
149399	bt	bt(II)/;b(t(I)/t	bt (II); bt (I)	n. m.; n. f.	house; daughter	
149400	bˤs	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 13						
149401	xy	?	?	?	?	DULAT: NOT FOUND
# KTU 1.63 14						
149402	nt	?	?	?	?	DULAT: NOT FOUND
