id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.82 1						
149997	xmḫṣ	?	?	?	?	DULAT: NOT FOUND
149998	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
149999	xxy	?	?	?	?	DULAT: NOT FOUND
150000	tnn	tnn(I)/	tnn (I)	DN	“dragon” ym’s primordial ally or double	DULAT lemma fallback (no forms row)
150001	w	w	w	conj.	and	
150002	ygl	gly[	/g-l-y/	vb	to present oneself	
150003	w	w	w	conj.	and	
150004	ynsk	!y!nsk[	/n-s-k/	vb	to pour (out)	
150005	ˤdx	?	?	?	?	DULAT: NOT FOUND
# KTU 1.82 2						
150006	xxy	?	?	?	?	DULAT: NOT FOUND
150007	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150008	arṣ	arṣ/	ảrṣ	n. f.	earth	
150009	idy	idy	ỉdy	adv.	already	
150010	alt	al(t(I)/t;al(II)/t=	ảlt (I); ảlt (II)	n. f.; n. f.	curse; support	
150011	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150012	aḥš	!a!ḥš(I)[; !a!ḥš(II)[	/ḥ-š/ (I); /ḥ-š/ (II)	vb; vb	to hurry; to feel	
150013	idy	idy	ỉdy	adv.	already	
150014	alt	al(t(I)/t;al(II)/t=	ảlt (I); ảlt (II)	n. f.; n. f.	curse; support	
150015	in	in/	ỉn	n. m.	lack of	
150016	ly	l(I)+y	l (I)	prep.	to	
# KTU 1.82 3						
150017	xbt	?	?	?	?	DULAT: NOT FOUND
150018	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
150019	ḥẓ	ḥẓ/	ḥẓ	n. m.	arrow	
150020	ršp	ršp/	ršp	DN	Rašap	
150021	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
150022	km	k(III); k(I); k(IV); km; +km, +km=	k (III); k (I); k (IV); km; -km	functor; prep.; adv.; prep./conj./adv.;	when; like; thus;	
150023	yr	yr/	yr	n. m.	early rain	
150024	klyth	kly/t=+h	klyt	n. f.	kidneys	
150025	w	w	w	conj.	and	
150026	lbh	lb/+h(I); lb/+h(II)	lb, -h (I); lb, -h (II)	n. m., pers. pn./morph.; n. m., adv. functor	heart, his /her (hers) / its; heart, to	
# KTU 1.82 4						
150027	xxx	?	?	?	?	
150028	pk	p(III)/+k	p (III)	n. m.	mouth	
150029	b	b	b	prep.	in	
150030	ġr	ġr(I)/; ġr(III)/	ġr (I); ġr (III)	n. m.; n. m.	mountain; skin	
150031	ṯn	ṯn(I)/	ṯn (I)	num.	two	
150032	pk	p(III)/+k	p (III)	n. m.	mouth	
150033	b	b	b	prep.	in	
150034	ḫlb	ḫlb(I)/	ḫlb (I)	n. m.	massif	
150035	k	+k; ~k; k(III); k(I); k(II)	-k (I); -k (II); k (III); k (I); k (II)	;;Subordinating or completive functor; prep.; emph. functor	when; like; yes	
150036	tgwln	!t!gl[	/g-l/	vb	to rejoice	
150037	šntk	šn(I)/t=; šn/+k	šnt (I); šn	n. f.; n. m.	year; tooth	
# KTU 1.82 5						
150038	xxw	?	?	?	?	DULAT: NOT FOUND
150039	šptk	šp(t/t	špt	n. f.	lip	
150040	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150041	tššy	!t!]š]nšy[	/n-š-y/	vb	to be forgotten	
150042	hm	hm(II)	hm (II)	conj./interr. functor	if	
150043	tġrm	!t!ġrm[	/ġ-r-m/	vb	to commit	
150044	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150045	mt	mt(II)/; mt[; mt(I)/	mt (II); /m-t/; mt (I)	n. m.; vb; n. m.	death; to die; dead person	
150046	brtk	br[+k(I); brt/+k(I)	/b-r(-r)/, -k (I); brt, -k (I)	vb, pers. pn./morph.; n. f., pers. pn./morph.	to be or remain pure, your(s); forecast, your(s)	
# KTU 1.82 6						
150047	xxḫp	?	?	?	?	DULAT: NOT FOUND
150048	an	an(I)/; an(II)	ản (I); ản (II)	pers. pn.; adv.	I; wherever	
150049	arnn	!a!rn[	/r-n(-n)/	vb	to shout	
150050	ql	ql[; ql(I)/	/q-l/; ql (I)	vb; n. m.	to fall (down); voice	
150051	špš	špš/	špš	n.	sun	
150052	ḥw	ḥw(I)[	/ḥ-w/y-y/ (I)	vb	to live	
150053	bṯnm	bṯn/m	bṯn	n. m.	serpent	
150054	uḫd	ʔḫd[	/ʔ-ḫ-d(/ḏ)/	vb	to collect	
150055	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
# KTU 1.82 7						
150056	x	?	?	?	?	
150057	aṭm	ʔṭm[	/ʔ-ṭ-m/	vb	to stop up	
150058	prṭl	prṭl/	prṭl	n. m.	eine Pflanze	
150059	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150060	rišh	riš(I)/	rỉš (I)	n. m.	head	
150061	ḥmṯ	ḥmṯ/	ḥmṯ	n. m.	belly	
150062	ṭmṯ	ṭmṯ/	ṭmṯ	n. m.	(menstrual) blood	
# KTU 1.82 8						
150063	wydbr	?	?	?	?	DULAT: NOT FOUND
150064	ṯrmt	ṯrm(t/t	ṯrmt	n. f.	meat	
150065	alm	al(III)/	ảl (III)	n. m.	ram (of superior quality)	
150066	qḥny	lqḥ[	/l-q-ḥ/	vb	to get hold of	
150067	šy	š/	š	n. m.	ram	
150068	qḥny	lqḥ[	/l-q-ḥ/	vb	to get hold of	
# KTU 1.82 9						
150069	xxšir	?	?	?	?	DULAT: NOT FOUND
150070	bkrm	bkr/	bkr	n. m.	first-born	
150071	nṭṭt	!n!nṭṭ[	/n-ṭ-ṭ/	vb	to shake	
150072	um	um/	ủm	n. f.	mother	
150073	ˤlt	ˤl(I); ˤly[t	ʕl (I); /ʕ-l-y/	prep.; vb	upon; to go up	
150074	b	b	b	prep.	in	
150075	aby	ab/+y	ảb	n. m.	father	
# KTU 1.82 10						
150076	xk	?	?	?	?	DULAT: NOT FOUND
150077	ˤlt	ˤl(I); ˤly[t	ʕl (I); /ʕ-l-y/	prep.; vb	upon; to go up	
150078	bk	b; bky[; bk/	b; /b-k-y/; bk	prep.; vb; n. m.	in; to weep; beaker	
150079	lk	l(I)+k	l (I)	prep.	to	
150080	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
150081	pny	pnm/+ny	pnm	n. m.	face	
150082	yrk	yrk/	yrk	n. m.	body back part	
150083	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
150084	xxx	?	?	?	?	
# KTU 1.82 11						
150085	xxxxx	?	?	?	?	
150086	ˤnt	ˤn(I)/t=;ˤn(t(I)/t;ˤnt(II)	ʕn (I); ʕnt (I); ʕnt (II)	n. f.; DN; adv.	eye; ʿAnatu/Anat; now	
150087	šzrm	šzrm	šzrm	→		
150088	tštšḥ	!t!]š]]t]šḥy[	/š-ḥ-y/	vb	?	
150089	km	k(III); k(I); k(IV); km; +km, +km=	k (III); k (I); k (IV); km; -km	functor; prep.; adv.; prep./conj./adv.;	when; like; thus;	
150090	ḥb	?	?	?	?	DULAT: NOT FOUND
# KTU 1.82 12						
150091	xxxxxxxxxxx	?	?	?	?	
150092	ˤpr	ˤpr(I)/	ʕpr (I)	n. m.	dust	
150093	btk	bt(II)/+k	bt (II)	n. m.	house	
150094	ygršk	!y!grš[	/g-r-š/	vb	to eject	
# KTU 1.82 13						
150095	yazr	?	?	?	?	DULAT: NOT FOUND
150096	xxxxxxy	?	?	?	?	DULAT: NOT FOUND
150097	ḥr	ḥr(I)/	ḥr (I)	n. m.	intestine(s)	
150098	ḥr	ḥr(I)/	ḥr (I)	n. m.	intestine(s)	
150099	bnt	bn(t(II)/t;bn(t(I)/t;bnt(III)/	bnt (II); bnt (I); bnt (III)	n. f.; n. f.; n. m.	produce; masonry; tamarisk	
150100	ḥ	lqḥ[	/l-q-ḥ/	vb	to get hold of	
# KTU 1.82 14						
150101	uḫd	ʔḫd[	/ʔ-ḫ-d(/ḏ)/	vb	to collect	
150102	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord	
150103	ˤxxxl	?	?	?	?	DULAT: NOT FOUND
150104	ydk	yd(I)/+k; yd(I)/+k=; yd(II)/+k; yd(II)/+k=; !y!dk[; !y=!dk[	yd (I), -k (I); yd (I), -k (I); yd (II), -k (I); yd (II), -k (I); d-k(-k)/; d-k(-k)/	n. f., pers. pn.; n. f., pers. pn.; n. m., pers. pn.; n. m., pers. pn.; vb; vb	hand, your(s); hand, your(s); love, your(s); love, your(s); to be pounded; to be pounded	
150105	amṣ	amṣ/	ảmṣ	adj. m.	strength	
150106	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
# KTU 1.82 15						
150107	xx	?	?	?	?	
150108	ḥš	ḥš(I)[	/ḥ-š/ (I)	vb	to hurry	
