id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 3.13 1						
161376	xxx	?	?	?	?	
161377	rušy	ruš/+y(I); ruš/+y(II)	rủš, -y (I); rủš, -y (II)	n. m., prep.; n. m., postp. functor	hurt in the head, my; hurt in the head, yes	
161378	ṯmnym	ṯmn(I)/; ṯmnym/	ṯmn(y) (I); ṯmnym	num.; num.	eight; eighty	
161379	ksp	ksp/	ksp	n. m.	silver	
161380	ḫmšt	ḫmš(I)/	ḫmš (I)	n. num.	five	
# KTU 3.13 2						
161381	w	w	w	conj.	and	
161382	arbˤ	arbˤ/	ảrbʕ	num.	four	
161383	kkr	kkr/	kkr	n. m.	talent	
161384	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161385	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
161386	xx	?	?	?	?	
# KTU 3.13 3						
161387	w	w	w	conj.	and	
161388	ṯlṯ	ṯlṯ(I)/; ṯlṯ(V)/; ṯlṯ(II)/	ṯlṯ (I); ṯlṯ (V); ṯlṯ (II)	n. num.; n. m.; adj. m. ord. num.	three; copper; third	
161389	šmn	šmn(I)/	šmn (I)	n. m.	oil	
# KTU 3.13 4						
161390	w	w	w	conj.	and	
161391	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161392	rny	rny/	rny	PN	rny	
161393	ksp	ksp/	ksp	n. m.	silver	
161394	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161395	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
161396	ymn	ymn(I)/	ymn (I)	n. m.	right (side)	
# KTU 3.13 5						
161397	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
161398	ˤšr	ˤšr(I)/; ˤšr[; ˤšr(I)/	ʕšr (I); /ʕ-š-r/; ʕšr(t) (I)	n. num.; vb; n. m.	ten; ʕšr ʕšr b bt ỉlm a banquet is held in the temple of the gods; banquet	
161399	šmn	šmn(I)/	šmn (I)	n. m.	oil	
161400	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161401	ṯryn	ṯryn(I)/	ṯryn (I)	n. m.	(suit of) armour	
# KTU 3.13 6						
161402	ḫmšt	ḫmš(I)/	ḫmš (I)	n. num.	five	
161403	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
161404	ˤšrm	ˤšrm/	ʕšrm	n. num.	twenty	
161405	ksp	ksp/	ksp	n. m.	silver	
161406	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161407	bn	bn(I)/; bn(II); bn[	bn (I); bn (II); /b-n/	n. m.; prep.; vb	son; between; to understand	
161408	llit	llit/	llỉt	PN	llỉt	
# KTU 3.13 7						
161409	w	w	w	conj.	and	
161410	ḫmšt	ḫmš(I)/	ḫmš (I)	n. num.	five	
161411	ksp	ksp/	ksp	n. m.	silver	
161412	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161413	yrbˤm	yrbˤm/	yrbʕm	PN	yrbʿm	
161414	arny	arny(II)/	ảrny (II)	GN	ảrny (II)	
# KTU 3.13 8						
161415	w	w	w	conj.	and	
161416	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161417	is	is/	ỉs	PN	ỉs	
161418	arbˤm	arbˤm/	ảrbʕm	n. num.	forty	
161419	ṯqlm	ṯql/+m(I); ṯql/+m(II)	ṯql, -m (I); ṯql, -m (II)	n. m., morph.; n. m., emph. or det. encl. morph.	shekel, ; shekel, und das (ist) so!	
161420	w	w	w	conj.	and	
161421	arbˤ	arbˤ/	ảrbʕ	num.	four	
161422	yn	yn/	yn	n. m.	wine	
# KTU 3.13 9						
161423	w	w	w	conj.	and	
161424	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161425	mnḥm	mnḥm/	mnḥm	PN	mnḥm	
161426	arbˤ	arbˤ/	ảrbʕ	num.	four	
