id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.17 1						
156814	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156815	yblt	!y!(ybl[	/y-b-l/	vb	to carry	
156816	ḫbṯm	ḫbṯ[; ḫbṯ/	/ḫ-b-ṯ/; ḫbṯ	vb; adj. m.	to flee; emancipated	
# KTU 2.17 2						
156817	ap	ap(I); ap(II)/	ảp (I); ảp (II)	adv./conj.; n. m.	also; nose	
156818	ksphm	ksp/+hm	ksp	n. m.	silver	
# KTU 2.17 3						
156819	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156820	yblt	!y!(ybl[	/y-b-l/	vb	to carry	
# KTU 2.17 4						
156821	w	w	w	conj.	and	
156822	ht	ht	ht	adv.	here	
156823	luk	lʔk[	/l-ʔ-k/	vb	to send (a message)	
156824	ˤm	ˤm(I)	ʕm (I)	prep.	to	
156825	mlakt	mlak(t/t	mlảkt	n. f.	message	
# KTU 2.17 5						
156826	pġsdb	pġsdb/	pġsdb	PN	pġsdb	
156827	šml	šml(I)/	šml (I)	n. m.	commercial agent	
156828	šn	šnw[	/š-n-w/	vb	to change: a) reflex.	
# KTU 2.17 6						
156829	w	w	w	conj.	and	
156830	tbˤ	tbˤ[	/t-b-ʕ/	vb	to go	
156831	ank	ank/	ảnk	pers. pn.	I	
156832	ˤx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.17 7						
156833	ˤm	ˤm(I)	ʕm (I)	prep.	to	
156834	mlakth	mlakt/+h	mlảkt	n. f.	message	
156835	šmˤh	šmˤ/+h	šmʕ	n. m.	auditor	
# KTU 2.17 8						
156836	w	w	w	conj.	and	
156837	bˤly	bˤl(II)/	bʕl (II)	n. m./DN	Baʿlu/Baal	
156838	skn	skn(I)/	s:śkn (I)	n. m.	prefect	
156839	ydˤ	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
156840	rgmh	rgm[+h(I); rgm[+h(II); rgm/+h(I)	/r-g-m/, -h (I); /r-g-m/, -h (II); rgm, -h (I)	vb, pers. pn./morph.; vb, adv. functor; n. m., pers. pn./morph.	to say, his /her (hers) / its; to say, to; word, his /her (hers) / its	
# KTU 2.17 9						
156841	w	w	w	conj.	and	
156842	ht	ht	ht	adv.	here	
156843	aby	ab/+y	ảb	n. m.	father	
156844	ṯṯ	ṯṯ/	ṯṯ	n. num.	six	
156845	tl	tl(I)/; tl(II)/	tl (I); tl (II)	n. m.; n. m.	hill; weapon	
# KTU 2.17 10						
156846	ḥ	lqḥ[	/l-q-ḥ/	vb	to get hold of	
# KTU 2.17 11						
156847	lsx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.17 12						
156848	lḥtxġ	?	?	?	?	DULAT: NOT FOUND
# KTU 2.17 13						
156849	ky	k(III); k(II); k(IV)	k (III); k (II); k (IV)	Subordinating or completive functor; emph. functor; adv.	when; yes; thus	
156850	mi	?	?	?	?	DULAT: NOT FOUND
# KTU 2.17 14						
156851	w	w	w	conj.	and	
156852	pr	pr(II)/; pr(I)/	pr (II); pr (I)	n. m.; n. m.	young bull; fruit	
# KTU 2.17 15						
156853	tštil	š]t]ʔl[	/š-ʔ-l/	vb	to ask	
# KTU 2.17 16						
156854	ˤmn	ˤm(I)+n	ʕm (I)	prep.	to	
156855	bnš	bnš/	bnš	n. m.	man	
156856	xx	?	?	?	?	
