id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.56 1						
149301	x	?	?	?	?	
# KTU 1.56 2						
149302	w	w	w	conj.	and	
149303	b	b	b	prep.	in	
# KTU 1.56 3						
149304	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.56 4						
149305	alp	alp(I)/; alp(II)/	ảlp (I); ảlp (II)	n. m.; num.	(head of) cattle; (one	
149306		?	?	?	?	
# KTU 1.56 5						
149307	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.56 6						
149308	tˤrb	!t!ˤrb(I)[	/ʕ-r-b/ (I)	vb	to enter	
# KTU 1.56 7						
149309	dqt	dqt(I)/	dqt (I)	adj. f. or n. f.	small	
# KTU 1.56 8						
149310	nb	?	?	?	?	DULAT: NOT FOUND
# KTU 1.56 9						
149311	x	?	?	?	?	
