id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.65 1						
149403	il	il(I)/	ỉl (I)	n. m.	god	
149404	bn	bn(I)/	bn (I)	n. m.	son	
149405	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 2						
149406	dr	dr/	dr	n. m.	circle	
149407	bn	bn(I)/	bn (I)	n. m.	son	
149408	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 3						
149409	mpḫrt	mpḫr(t/t	mpḫrt	n. f.	assembly	
149410	bn	bn(I)/	bn (I)	n. m.	son	
149411	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 4						
149412	ṯrmn	ṯrmn(I)/	ṯrmn (I)	DN	term for the kings of Ugarit	
149413	wšnm	?	?	?	?	DULAT: NOT FOUND
# KTU 1.65 5						
149414	il	il(I)/	ỉl (I)	n. m.	god	
149415	waṯrt	?	?	?	?	DULAT: NOT FOUND
# KTU 1.65 6						
149416	ḥnn	lqḥ[+nn; ḥkpt/+nn; ḥn/+n(I)	/l-q-ḥ/, -nn; ḥkpt, -nn; ḥn, -n (I)	vb, →; TN, →; n. m., morph.	to get hold of, ; ḥkpt, ; grace, Sun	
149417	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 7						
149418	nṣbt	nṣb(t/t	nṣbt	n. f.	predilection	
149419	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 8						
149420	šlm	šlm(I)/; šlm[; šlm(III)/	šlm (I); /š-l-m/; šlm (III)	n. m.; vb; adj. m.	peace; to be well; pure	
149421	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 9						
149422	il	il(I)/	ỉl (I)	n. m.	god	
149423	ḫš	ḫš/	ḫš	DN or TN	le dieu qui montre la solicitude	
149424	il	il(I)/	ỉl (I)	n. m.	god	
149425	add	hd/	hd(d)	DN	Haddu/Hadad	
# KTU 1.65 10						
149426	bˤd	bˤd	bʕd	adv. or prep.	behind	
149427	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
149428	bˤl	bˤl(II)/; bˤl[	bʕl (II); /b-ʕ-l/	n. m./DN; vb	Baʿlu/Baal; to make	
# KTU 1.65 11						
149429	ugrt	ugrt/	ủgrt	TN	ʾugarītu	
# KTU 1.65 12						
149430	b	b	b	prep.	in	
149431	mrḥ	mrḥ/	mrḥ	n. f.	lance	
149432	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 13						
149433	b	b	b	prep.	in	
149434	nit	ni(t/t	nỉt	n. f.	axe	
149435	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 14						
149436	b	b	b	prep.	in	
149437	ṣmd	ṣmd/; ṣmd[	ṣmd; /ṣ-m-d/	n. m.; vb	pair; to harness	
149438	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 15						
149439	b	b	b	prep.	in	
149440	dṯn	dṯn/	dṯn	n. m.	fat offering	
149441	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 16						
149442	b	b	b	prep.	in	
149443	šrp	šrp/	šrp	n. m.	burnt sacrifice	
149444	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 17						
149445	b	b	b	prep.	in	
149446	knt	kn(t/t	knt	n. f.	continuity	
149447	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 18						
149448	b	b	b	prep.	in	
149449	ġdyn	ġdyn(I)/	ġdyn (I)	n. m.	entretien	
149450	il	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.65 19						
149451	b	b	b	prep.	in	
149452	ṣdil	?	?	?	?	DULAT: NOT FOUND
