id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.112 1						
160715	x	?	?	?	?	
# KTU 2.112 2						
160716	in	in/	ỉn	n. m.	lack of	
160717	x	?	?	?	?	
# KTU 2.112 3						
160718	aṯbx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.112 4						
160719	an	an(I)/; an(II)	ản (I); ản (II)	pers. pn.; adv.	I; wherever	
160720	x	?	?	?	?	
# KTU 2.112 5						
160721	nkr	nkr/	nkr	adj. m.	foreigner / stranger	
# KTU 2.112 6						
160722	ttx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.112 7						
160723	w	w	w	conj.	and	
# KTU 2.112 8						
160724	w	w	w	conj.	and	
# KTU 2.112 9						
160725	nk	ˤl(I)+k(I); ˤn(I)/+k(I); bld/+k(I)	ʕl (I), -k (I); ʕn (I), -k (I); bld, -k (I)	prep., pers. pn./morph.; n. f., pers. pn./morph.; n. m., pers. pn./morph.	upon, your(s); eye, your(s); land, your(s)	
# KTU 2.112 10						
160726	ṯbt	ṯb(t/t	ṯbt	n. f.	seat	
# KTU 2.112 11						
160727	ṯbd	ṯb[+d; yṯb[+d; ṯb/+d	/ṯ-b/, -d; /y-ṯ-b/, -d; ṯb, -d	vb, →; vb, →; n. m., →	to return, ; to sit down, ; in the month of ỉbʕalatu (which?) repeats,	
# KTU 2.112 12						
160728	nkr	nkr/	nkr	adj. m.	foreigner / stranger	
# KTU 2.112 13						
160729	mr	mr(I)/; mr(IV)/; mr(II)/	mr (I); mr (IV); mr (II)	n. m.; adj. m.; adj. m.	myrrh; valiant; bitter	
160730	u	u	ủ	conj.	or	
# KTU 2.112 14						
160731	ll	ll(I)/	ll (I)	n. m.	night	
# KTU 2.112 15						
160732	xx	?	?	?	?	
