id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.22 1						
156966	m	l(I)	l (I)	prep.	to	
# KTU 2.22 2						
156967	w	w	w	conj.	and	
156968	ˤrš	ˤrš/	ʕrš	n. f.	bed	
# KTU 2.22 3						
156969	dš	?	?	?	?	DULAT: NOT FOUND
156970	gzl	gzl/	gzl	PN	gzl	
# KTU 2.22 4						
156971	iršt	irš(t/t	ỉršt	n. f.	request	
156972	adty	adt/+y	ảdt	n. f.	lady	
# KTU 2.22 5						
156973	x	?	?	?	?	
# KTU 2.22 6						
156974	xxxxpln	?	?	?	?	DULAT: NOT FOUND
156975	dt	d	d	det. or rel. functor	the one(s) of	
156976	b	b	b	prep.	in	
# KTU 2.22 7						
156977	mpx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.22 8						
156978	d	d	d	det. or rel. functor	the one(s) of	
156979	ˤly	ˤly[	/ʕ-l-y/	vb	to go up	
156980		?	?	?	?	
# KTU 2.22 9						
156981		?	?	?	?	
# KTU 2.22 10						
156982	x	?	?	?	?	
# KTU 2.22 11						
156983		?	?	?	?	
# KTU 2.22 12						
156984		?	?	?	?	
# KTU 2.22 13						
156985	xt	?	?	?	?	DULAT: NOT FOUND
# KTU 2.22 14						
156986	d	d	d	det. or rel. functor	the one(s) of	
