id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.163 1						
155306	hm	hm(II)	hm (II)	conj./interr. functor	if	
155307	xxxxxxxxx	?	?	?	?	
155308	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
155309	xxxxxxx	?	?	?	?	
155310	bhmtn	bhmt/+n	bhmt	n. f.	cattle	
155311	tḫlq	!t!ḫlq[	/ḫ-l-q/	vb	to perish	
# KTU 1.163 2						
155312	hm	hm(II)	hm (II)	conj./interr. functor	if	
155313	yrḫ	yrḫ/	yrḫ	n. m.	moon	
155314	xxx	?	?	?	?	
155315	b	b	b	prep.	in	
155316	ḥdṯ	ḥdṯ(II)/; ḥdṯ(I)/	ḥdṯ (II); ḥdṯ (I)	n. m.; adj.	new moon; new	
155317	yrḫ	yrḫ/	yrḫ	n. m.	moon	
155318	bnšm	bnš/m	bnš	n. m.	man	
# KTU 1.163 3						
155319	xxxxxxxxn	?	?	?	?	DULAT: NOT FOUND
155320	thbẓn	!t!hbṭ[	/h-b-ṭ/ẓ/	vb	to knock down	
# KTU 1.163 4						
155321	hm	hm(II)	hm (II)	conj./interr. functor	if	
155322	b	b	b	prep.	in	
155323	ṯlṯ	ṯlṯ(I)/; ṯlṯ(V)/; ṯlṯ(II)/	ṯlṯ (I); ṯlṯ (V); ṯlṯ (II)	n. num.; n. m.; adj. m. ord. num.	three; copper; third	
155324	ym	ym(I)/; ym(II)/	ym (I); ym (II)	n. m.; n. m.	day; sea	
155325	yh	!y!(yh[	/y-h(-y)/	vb	to wane	
155326	yrḫ	yrḫ/	yrḫ	n. m.	moon	
155327	kslm	ksl/m	ksl	n. f.	back	
155328	mlkm	mlk(I)	mlk (I)		king	
155329	tbṣrn	!t!bṣr(I)[	/b-ṣ-r/ (I)	vb	to watch	
# KTU 1.163 5						
155330	hm	hm(II)	hm (II)	conj./interr. functor	if	
155331	ṯlṯ	ṯlṯ(I)/; ṯlṯ(V)/; ṯlṯ(II)/	ṯlṯ (I); ṯlṯ (V); ṯlṯ (II)	n. num.; n. m.; adj. m. ord. num.	three; copper; third	
155332	id	id	ỉd	conj.	when	
155333	ynphy	!y!phy[	/p-h-y/	vb	to see	
