id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.66 1						
158764	x	?	?	?	?	
158765	ṣrp	ṣrp/	ṣrp	n. m.	reddish dye	
158766	lx	?	?	?	?	DULAT: NOT FOUND
# KTU 2.66 2						
158767	xq	?	?	?	?	DULAT: NOT FOUND
158768	lpš	lpš/	lpš	n. m.	cloak	
158769		?	?	?	?	
# KTU 2.66 3						
158770	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
158771	yštk	!y!št[	/š-t/	vb	to place	
158772	x	?	?	?	?	
# KTU 2.66 4						
158773	xx	?	?	?	?	
158774	adm	adm(I)/; ʔdm[; adm(II)/	ảdm (I); /ʔ-d-m/; ảdm (II)	n. m.; vb; adj. m.	man; to be; obtained	
# KTU 2.66 5						
158775	xxxxxx	?	?	?	?	
